"figure","mass","amplitude","toys_per_hypothesis","tail_3nu","tail_4nu","p3_corrected","p4_corrected","cls_corrected","q","observed_test_statistic","tested_point_index","figure_point_index"
"fig3b","0.1","0.29286445646252357","5000","2374","561","0.47490501899620075","0.11237752449510098","0.23663157894736844","0.08863227354529093","-2.172519086542593","3765","44"
"fig3b","0.1","0.31622776601683794","5000","2310","583","0.4621075784843031","0.11677664467106579","0.25270445694504545","0.09367126574685063","-2.154696544543043","3766","45"
"fig3b","0.1","0.34145488738336005","5000","2327","538","0.46550689862027594","0.10777844431113777","0.2315292096219931","0.08450309938012397","-2.135269286027153","3767","46"
"fig3b","0.1","0.3686945064519575","5000","2287","499","0.4575084983003399","0.09998000399920016","0.21853146853146854","0.07710457908418317","-2.114071521514063","3768","47"
"fig3b","0.1","0.3981071705534973","5000","2347","504","0.46950609878024396","0.10097980403919216","0.21507666098807493","0.07750449910017995","-2.090915009142549","3769","48"
"fig3b","0.1","0.42986623470822766","5000","2254","542","0.45090981803639274","0.10857828434313137","0.2407982261640798","0.08603279344131173","-2.0655843568404464","3770","49"
"fig3b","0.1","0.464158883361278","5000","2290","506","0.45810837832433515","0.10137972405518897","0.22130074203404626","0.07847430513897222","-2.0378306993297315","3771","50"
"fig3b","0.1","0.5011872336272722","5000","2345","463","0.46910617876424715","0.09278144371125775","0.1977834612105712","0.06932613477304539","-2.007362886328366","3772","51"
"fig3b","0.1","0.5411695265464638","5000","2257","491","0.45150969806038793","0.09838032393521295","0.2178919397697077","0.07580483903219355","-1.9738346776534286","3773","52"
"fig3b","0.1","0.5843414133735175","5000","2251","458","0.45030993801239755","0.09178164367126575","0.20381882770870335","0.06926614677064587","-1.9368251692158935","3774","53"
"fig3b","0.1","0.6309573444801932","5000","2271","443","0.4543091381723655","0.08878224355128975","0.19542253521126762","0.06606678664267147","-1.8958069564747007","3775","54"
"fig3b","0.1","0.6812920690579611","5000","2137","447","0.42751449710057987","0.08958208358328335","0.20954162768942938","0.06820635872825435","-1.8500901758318093","3776","55"
"fig3b","0.1","0.7356422544596414","5000","2217","424","0.4435112977404519","0.08498300339932013","0.19161406672678089","0.06280743851229753","-1.7987137615527615","3777","56"
"fig3b","0.1","0.7943282347242814","5000","2153","437","0.43071385722855426","0.08758248350329934","0.20334261838440112","0.06604679064187162","-1.740203053383027","3778","57"
"fig3b","0.1","0.8576958985908941","5000","2161","400","0.4323135372925415","0.08018396320735853","0.1854764107308048","0.05856828634273145","-1.6719062412367975","3779","58"
"fig3b","0.1","0.9261187281287933","5000","2088","372","0.41771645670865826","0.07458508298340331","0.17855433221637146","0.0536992601479704","-1.5873714229861662","3780","59"
"fig3b","0.1","1.0","5000","2065","370","0.41311737652469505","0.07418516296740651","0.17957405614714425","0.05352929414117176","-1.4200388831704913","3781","60"
"fig3b","0.10855370666298159","0.01","5000","3136","2141","0.6272745450909818","0.4283143371325735","0.6828179789607906","0.3969506098780244","-1.6618018649149349","3782","61"
"fig3b","0.10855370666298159","0.0107977516232771","5000","3157","2017","0.6314737052589482","0.40351929614077187","0.6390120329322356","0.37194561087782446","-1.7475883863688182","3783","62"
"fig3b","0.10855370666298159","0.011659144011798317","5000","3112","1916","0.6224755048990201","0.3833233353329334","0.615804690009637","0.35219956008798237","-1.833278103897129","3784","63"
"fig3b","0.10855370666298159","0.012589254117941675","5000","3032","1828","0.6064787042591482","0.36572685462907417","0.6030333003626772","0.3354029194161168","-1.9179006899822184","3785","64"
"fig3b","0.10855370666298159","0.013593563908785255","5000","3114","1639","0.622875424915017","0.32793441311737653","0.5264847512038523","0.2967906418716257","-2.00029013068189","3786","65"
"fig3b","0.10855370666298159","0.014677992676220698","5000","2984","1546","0.596880623875225","0.3093381323735253","0.5182579564489113","0.27949410117976403","-2.0790579652940266","3787","66"
"fig3b","0.10855370666298159","0.015848931924611134","5000","3027","1413","0.6054789042191562","0.28274345130973805","0.4669749009247028","0.2524695060987802","-2.1525640943905273","3788","67"
"fig3b","0.10855370666298159","0.01711328304161781","5000","2919","1294","0.5838832233553289","0.2589482103579284","0.4434931506849315","0.22975404919016196","-2.218885146472445","3789","68"
"fig3b","0.10855370666298159","0.018478497974222907","5000","2912","1044","0.5824835032993402","0.20895820835832835","0.3587366975626502","0.17983403319336133","-2.2757804443950818","3790","69"
"fig3b","0.10855370666298159","0.0199526231496888","5000","2834","976","0.5668866226754649","0.19536092781443712","0.344620811287478","0.16701659668066388","-2.3206556741830013","3791","70"
"fig3b","0.10855370666298159","0.021544346900318832","5000","2705","901","0.5410917816436712","0.1803639272145571","0.33333333333333337","0.15330933813237355","-2.350524431439055","3792","71"
"fig3b","0.10855370666298159","0.02326305067153626","5000","2670","684","0.5340931813637273","0.13697260547890422","0.2564582553350805","0.11026794641071785","-2.361967904470987","3793","72"
"fig3b","0.10855370666298159","0.025118864315095794","5000","2555","621","0.5110977804439112","0.124375124975005","0.24334898278560252","0.09882023595280943","-2.3605960244391895","3794","73"
"fig3b","0.10855370666298159","0.02712272579332028","5000","2560","646","0.5120975804839032","0.129374125174965","0.25263568918391255","0.10376924615076984","-2.3589718267027138","3795","74"
"fig3b","0.10855370666298159","0.029286445646252372","5000","2529","634","0.5058988202359528","0.1269746050789842","0.2509881422924901","0.10167966406718656","-2.357216763013156","3796","75"
"fig3b","0.10855370666298159","0.03162277660168379","5000","2501","548","0.5002999400119976","0.10977804439112178","0.21942446043165467","0.0847630473905219","-2.355320176666652","3797","76"
"fig3b","0.10855370666298159","0.034145488738336005","5000","2537","567","0.50749850029994","0.11357728454309138","0.22379826635145783","0.08820235952809438","-2.353270524323648","3798","77"
"fig3b","0.10855370666298159","0.03686945064519575","5000","2425","591","0.4851029794041192","0.118376324735053","0.24402308326463315","0.09412117576484703","-2.351055299082361","3799","78"
"fig3b","0.10855370666298159","0.039810717055349734","5000","2352","579","0.47050589882023597","0.11597680463907219","0.24649383765405863","0.09245150969806039","-2.348660946351856","3800","79"
"fig3b","0.10855370666298159","0.042986623470822764","5000","2400","611","0.48010397920415915","0.122375524895021","0.25489379425239483","0.09837032593481304","-2.3460727717574343","3801","80"
"fig3b","0.10855370666298159","0.046415888336127774","5000","2446","560","0.48930213957208557","0.11217756448710257","0.22926031875766245","0.08771245750849829","-2.3432748402256607","3802","81"
"fig3b","0.10855370666298159","0.05011872336272722","5000","2368","556","0.47370525894821036","0.11137772445510898","0.23512030392570704","0.08769246150769845","-2.3402498652839085","3803","82"
"fig3b","0.10855370666298159","0.054116952654646375","5000","2409","550","0.4819036192761448","0.11017796440711858","0.22863070539419086","0.08608278344331134","-2.3369790874768626","3804","83"
"fig3b","0.10855370666298159","0.05843414133735175","5000","2479","561","0.4959008198360328","0.11237752449510098","0.22661290322580646","0.08758248350329934","-2.3334421406673016","3805","84"
"fig3b","0.10855370666298159","0.06309573444801933","5000","2428","543","0.48570285942811436","0.10877824435112977","0.22396047756278303","0.08449310137972406","-2.3296169048161914","3806","85"
"fig3b","0.10855370666298159","0.06812920690579614","5000","2396","566","0.4793041391721656","0.11337732453509299","0.2365456821026283","0.0894121175764847","-2.325479343634356","3807","86"
