"figure","mass","amplitude","toys_per_hypothesis","tail_3nu","tail_4nu","p3_corrected","p4_corrected","cls_corrected","q","observed_test_statistic","tested_point_index","figure_point_index"
"fig3a","0.011659144011798317","0.00013593563908785255","5000","2609","2701","0.5218956208758249","0.5402919416116777","1.0","0.5141971605678864","-0.0003903600056673895","63","63"
"fig3a","0.011659144011798317","0.00015848931924611142","5000","2730","2693","0.5460907818436312","0.5386922615476905","0.9864518491395093","0.5113877224555089","-0.00045512251955415195","64","64"
"fig3a","0.011659144011798317","0.00018478497974222906","5000","2616","2684","0.5232953409318136","0.5368926214757048","1.0","0.5107278544291142","-0.0005306286894892764","65","65"
"fig3a","0.011659144011798317","0.00021544346900318845","5000","2601","2623","0.5202959408118376","0.5246950609878024","1.0","0.4986802639472105","-0.0006186605487528141","66","66"
"fig3a","0.011659144011798317","0.00025118864315095795","5000","2695","2617","0.5390921815636872","0.523495300939812","0.9710682492581603","0.49654069186162764","-0.0007212956155342454","67","67"
"fig3a","0.011659144011798317","0.00029286445646252375","5000","2744","2748","0.5488902219556089","0.5496900619876025","1.0","0.522245550889822","-0.0008409558590756205","68","68"
"fig3a","0.011659144011798317","0.0003414548873833601","5000","2754","2798","0.5508898220355929","0.5596880623875224","1.0","0.5321435712857427","-0.0009804647573332659","69","69"
"fig3a","0.011659144011798317","0.00039810717055349735","5000","2638","2662","0.5276944611077784","0.53249350129974","1.0","0.5061087782443511","-0.0011431137984345696","70","70"
"fig3a","0.011659144011798317","0.00046415888336127773","5000","2714","2679","0.5428914217156569","0.5358928214357128","0.9871086556169428","0.50874825034993","-0.0013327399685181263","71","71"
"fig3a","0.011659144011798317","0.0005411695265464637","5000","2724","2735","0.5448910217956409","0.5470905818836233","1.0","0.5198460307938412","-0.0015538160393475664","72","72"
"fig3a","0.011659144011798317","0.000630957344480193","5000","2737","2705","0.5474905018996201","0.5410917816436712","0.9883126369612855","0.5137172565486903","-0.0018115557584224007","73","73"
"fig3a","0.011659144011798317","0.0007356422544596414","5000","2800","2716","0.5600879824035193","0.5432913417316537","0.9700107104605499","0.5152869426114778","-0.0021120363838633693","74","74"
"fig3a","0.011659144011798317","0.0008576958985908946","5000","2797","2804","0.5594881023795241","0.5608878224355129","1.0","0.5329134173165367","-0.0024623414064421922","75","75"
"fig3a","0.011659144011798317","0.001","5000","2868","2748","0.5736852629474105","0.5496900619876025","0.9581735796444755","0.521005798840232","-0.0028707267516665524","76","76"
"fig3a","0.011659144011798317","0.001165914401179831","5000","2794","2808","0.5588882223555289","0.5616876624675065","1.0","0.53374325134973","-0.0033468142942183476","77","77"
"fig3a","0.011659144011798317","0.0013593563908785254","5000","2816","2822","0.5632873425314937","0.5644871025794841","1.0","0.5363227354529094","-0.003901817111056971","78","78"
"fig3a","0.011659144011798317","0.001584893192461114","5000","2865","2863","0.5730853829234153","0.5726854629074185","0.9993021632937893","0.5440311937612478","-0.004548801616635956","79","79"
"fig3a","0.011659144011798317","0.0018478497974222907","5000","2839","2874","0.5678864227154569","0.5748850229954009","1.0","0.546490701859628","-0.005302992518863903","80","80"
"fig3a","0.011659144011798317","0.002154434690031882","5000","2963","2969","0.5926814637072585","0.593881223755249","1.0","0.5642471505698861","-0.00618212745615665","81","81"
"fig3a","0.011659144011798317","0.0025118864315095794","5000","2984","2945","0.596880623875225","0.5890821835632873","0.986934673366834","0.5592381523695261","-0.007206869240860669","82","82"
"fig3a","0.011659144011798317","0.0029286445646252374","5000","3027","2944","0.6054789042191562","0.588882223555289","0.9725891677675034","0.5586082783443311","-0.0084012848127486","83","83"
"fig3a","0.011659144011798317","0.003414548873833601","5000","3005","3003","0.6010797840431914","0.6006798640271945","0.9993346640053226","0.570625874825035","-0.009793401370416177","84","84"
"fig3a","0.011659144011798317","0.003981071705534973","5000","3033","3058","0.6066786642671466","0.6116776644671066","1.0","0.5813437312537493","-0.011415851670591337","85","85"
"fig3a","0.011659144011798317","0.004641588833612782","5000","3029","3052","0.6058788242351529","0.6104779044191162","1.0","0.5801839632073585","-0.013306622169920956","86","86"
"fig3a","0.011659144011798317","0.0054116952654646375","5000","3130","3144","0.6260747850429914","0.628874225154969","1.0","0.5975704859028195","-0.015509919567477937","87","87"
"fig3a","0.011659144011798317","0.006309573444801929","5000","3205","3192","0.6410717856428714","0.6384723055388922","0.9959451029320026","0.6064187162567487","-0.018077173341680464","88","88"
"fig3a","0.011659144011798317","0.007356422544596414","5000","3203","3158","0.6406718656268746","0.6316736652669466","0.9859550561797752","0.5996400719856029","-0.02106819406239424","89","89"
"fig3a","0.011659144011798317","0.008576958985908946","5000","3246","3189","0.6492701459708058","0.637872425514897","0.9824453341546042","0.6054089182163567","-0.02455250955875954","90","90"
"fig3a","0.011659144011798317","0.01","5000","3301","3286","0.6602679464107178","0.6572685462907418","0.9954572986069049","0.624255148970206","-0.028610903329195025","91","91"
"fig3a","0.011659144011798317","0.01165914401179831","5000","3262","3279","0.6524695060987803","0.6558688262347531","1.0","0.623245350929814","-0.033337181834127705","92","92"
"fig3a","0.011659144011798317","0.013593563908785255","5000","3384","3382","0.6768646270745851","0.6764647070585883","0.9994091580502217","0.6426214757048591","-0.038840199245385065","93","93"
"fig3a","0.011659144011798317","0.01584893192461114","5000","3418","3380","0.6836632673465307","0.6760647870425914","0.988885639075753","0.6418816236752649","-0.045246169684617144","94","94"
"fig3a","0.011659144011798317","0.018478497974222907","5000","3495","3440","0.6990601879624075","0.6880623875224955","0.9842677345537757","0.6531093781243751","-0.05270129745116492","95","95"
"fig3a","0.011659144011798317","0.021544346900318843","5000","3460","3388","0.6920615876824635","0.6776644671065787","0.9791967639410575","0.6430613877224555","-0.06137475477754606","96","96"
"fig3a","0.011659144011798317","0.025118864315095794","5000","3546","3460","0.709258148370326","0.6920615876824635","0.9757541584437552","0.6565986802639472","-0.0714620334252345","97","97"
"fig3a","0.011659144011798317","0.029286445646252372","5000","3576","3471","0.715256948610278","0.6942611477704459","0.9706457925636007","0.658498300339932","-0.08318868983113248","98","98"
"fig3a","0.011659144011798317","0.034145488738336005","5000","3585","3517","0.7170565886822635","0.7034593081383723","0.981037367540435","0.6676064787042592","-0.09681449214127724","99","99"
"fig3a","0.011659144011798317","0.039810717055349734","5000","3552","3592","0.7104579084183164","0.7184563087382524","1.0","0.6829334133173366","-0.11263795917915331","100","100"
"fig3a","0.011659144011798317","0.046415888336127774","5000","3593","3515","0.7186562687462508","0.7030593881223756","0.9782971619365609","0.667126574685063","-0.13100125351064662","101","101"
