类型,HPCS-310-312255198
版本,2.00.08
描述
测试日期,2026/04/20 15:53
照度(lx),345.11
烛光E(fc),32.07
相关色温(K),6668
黑体偏离duv,0.01142
坐标x,0.3079
坐标y,0.3406
坐标u,0.1903
坐标v,0.3158
坐标u’,0.1903
坐标v’,0.4737
SDCM,6.61
显色指数(Ra),92.5
R1,92
R2,97
R3,93
R4,88
R5,93
R6,98
R7,93
R8,87
R9,67
R10,95
R11,89
R12,94
R13,94
R14,95
R15,88
明暗视觉比S/P,2.540
主波长(nm),495.40
色纯度(%),8.2
半宽度(nm),206.3
峰值波长(nm),472.9
中心波长(nm),523.6
质心波长(nm),555.0
红色比(%),31.5
绿色比(%),39.7
蓝色比(%),28.8
视黑素照度(lx),393.9
生理等效照度(lx),359.0
视黑素比,1.141
视黑素EDI(lx),357.1
积分时间(ms),280
峰值信号,55887
暗信号,3254
补偿电平,2660
起始扫描波长,380
终止扫描波长,780
380,0.010880770161747932
381,0.010326683521270752
382,0.004444517195224762
383,0.0030503212474286556
384,0.002726033329963684
385,0.0016077501932159066
386,0.0016613876214250922
387,0.00650524627417326
388,0.004517045337706804
389,0.006553433835506439
390,0.007951647974550724
391,0.011903500184416771
392,0.028432611376047134
393,0.06334356218576431
394,0.1006421372294426
395,0.15678144991397858
396,0.2352147251367569
397,0.3266448676586151
398,0.43577057123184204
399,0.5666600465774536
400,0.7111508846282959
401,0.8573880791664124
402,1.0173897743225098
403,1.1964887380599976
404,1.3863191604614258
405,1.5839959383010864
406,1.790704607963562
407,1.9896365404129028
408,2.1747748851776123
409,2.336838960647583
410,2.474517822265625
411,2.5872912406921387
412,2.667175054550171
413,2.717235565185547
414,2.7602477073669434
415,2.805278778076172
416,2.8702242374420166
417,2.947244882583618
418,3.044370651245117
419,3.1472413539886475
420,3.2551751136779785
421,3.3625223636627197
422,3.460865020751953
423,3.533237934112549
424,3.577179193496704
425,3.5871851444244385
426,3.580967903137207
427,3.5743162631988525
428,3.5710484981536865
429,3.596071481704712
430,3.6496880054473877
431,3.717226505279541
432,3.799023151397705
433,3.9023678302764893
434,4.017043113708496
435,4.12975549697876
436,4.238598346710205
437,4.3233418464660645
438,4.3829240798950195
439,4.405379295349121
440,4.394852638244629
441,4.365521430969238
442,4.329026222229004
443,4.282376766204834
444,4.238019943237305
445,4.22195291519165
446,4.23654317855835
447,4.279348373413086
448,4.352838516235352
449,4.47304630279541
450,4.628402233123779
451,4.80578088760376
452,4.988265037536621
453,5.165750026702881
454,5.306663990020752
455,5.383979797363281
456,5.386307716369629
457,5.359887599945068
458,5.3281965255737305
459,5.292106628417969
460,5.268178939819336
461,5.279187202453613
462,5.324215888977051
463,5.395877838134766
464,5.505740165710449
465,5.658533096313477
466,5.851414680480957
467,6.069726467132568
468,6.2999491691589355
469,6.545825004577637
470,6.780889511108398
471,6.961521148681641
472,7.078000068664551
473,7.128622055053711
474,7.063528060913086
475,6.9018073081970215
476,6.711863040924072
477,6.494737148284912
478,6.248608112335205
479,6.016352653503418
480,5.828288555145264
481,5.699038505554199
482,5.639926910400391
483,5.666583061218262
484,5.738369941711426
485,5.8432536125183105
486,5.949367046356201
487,6.040500164031982
488,6.08103084564209
489,6.0886077880859375
490,6.066934585571289
491,6.027467727661133
492,5.983303070068359
493,5.961330890655518
494,5.9351043701171875
495,5.901153564453125
496,5.870368957519531
497,5.799663066864014
498,5.71208381652832
499,5.614809989929199
500,5.5146050453186035
501,5.441224098205566
502,5.390091419219971
503,5.3601975440979
504,5.35603666305542
505,5.37872838973999
506,5.403404235839844
507,5.438361167907715
508,5.466057300567627
509,5.4890899658203125
510,5.5061540603637695
511,5.512833595275879
512,5.501806259155273
513,5.483458995819092
514,5.450362682342529
515,5.38590669631958
516,5.294565677642822
517,5.222473621368408
518,5.15665864944458
519,5.095529556274414
520,5.0352983474731445
521,5.001960277557373
522,4.979963779449463
523,4.969376564025879
524,4.973504543304443
525,4.992775917053223
526,5.0206217765808105
527,5.062951564788818
528,5.10797643661499
529,5.145606517791748
530,5.179073810577393
531,5.210663318634033
532,5.234317302703857
533,5.249978065490723
534,5.2603983879089355
535,5.260409832000732
536,5.242313385009766
537,5.204683303833008
538,5.138697147369385
539,5.0663933753967285
540,5.0095534324646
541,4.949762344360352
542,4.894345283508301
543,4.8491668701171875
544,4.814972400665283
545,4.791996955871582
546,4.782756328582764
547,4.784179210662842
548,4.790727138519287
549,4.808183670043945
550,4.834342956542969
551,4.8631391525268555
552,4.892302989959717
553,4.928246021270752
554,4.958390712738037
555,4.983917713165283
556,5.006413459777832
557,5.022736072540283
558,5.025407791137695
559,5.023262977600098
560,5.009437561035156
561,4.984339714050293
562,4.940382957458496
563,4.892039775848389
564,4.842776298522949
565,4.792523384094238
566,4.7399983406066895
567,4.700629711151123
568,4.661231517791748
569,4.619438171386719
570,4.578403472900391
571,4.547931671142578
572,4.5278544425964355
573,4.519593238830566
574,4.524127006530762
575,4.532869815826416
576,4.54028844833374
577,4.549187660217285
578,4.560932159423828
579,4.574243068695068
580,4.591488838195801
581,4.606131553649902
582,4.6193528175354
583,4.627338409423828
584,4.627408504486084
585,4.613346576690674
586,4.5966925621032715
587,4.582123756408691
588,4.566648483276367
589,4.541000843048096
590,4.518470287322998
591,4.48583984375
592,4.438907623291016
593,4.388514995574951
594,4.341328144073486
595,4.284739017486572
596,4.2234320640563965
597,4.167992115020752
598,4.113281726837158
599,4.059963703155518
600,4.0131754875183105
601,3.9825754165649414
602,3.957214117050171
603,3.9359629154205322
604,3.9206089973449707
605,3.9080352783203125
606,3.9039578437805176
607,3.902588129043579
608,3.903604507446289
609,3.9039533138275146
610,3.9089622497558594
611,3.9082841873168945
612,3.9046883583068848
613,3.906874895095825
614,3.908226490020752
615,3.903423547744751
616,3.893078565597534
617,3.8819432258605957
618,3.863208770751953
619,3.838071584701538
620,3.812100410461426
621,3.7833502292633057
622,3.758481502532959
623,3.721942663192749
624,3.683255672454834
625,3.6444907188415527
626,3.610322952270508
627,3.5665581226348877
628,3.5343830585479736
629,3.5067129135131836
630,3.481782913208008
631,3.4561493396759033
632,3.434574604034424
633,3.415675640106201
634,3.406444787979126
635,3.398313045501709
636,3.3853344917297363
637,3.3738596439361572
638,3.3668394088745117
639,3.3639931678771973
640,3.363018035888672
641,3.3684730529785156
642,3.3751909732818604
643,3.385746717453003
644,3.3915963172912598
645,3.4028871059417725
646,3.416121482849121
647,3.431013822555542
648,3.436964750289917
649,3.447394609451294
650,3.4472427368164062
651,3.443783760070801
652,3.4350948333740234
653,3.4246761798858643
654,3.402275800704956
655,3.3728830814361572
656,3.343250274658203
657,3.310110330581665
658,3.267244577407837
659,3.2233970165252686
660,3.1861064434051514
661,3.149622678756714
662,3.1060237884521484
663,3.0709009170532227
664,3.0492124557495117
665,3.024062156677246
666,3.007931709289551
667,2.996492862701416
668,2.9958419799804688
669,2.993136405944824
670,2.995152473449707
671,2.994532823562622
672,3.0003774166107178
673,3.0080924034118652
674,3.017897605895996
675,3.0210959911346436
676,3.019803524017334
677,3.022894859313965
678,3.023017168045044
679,3.0186209678649902
680,3.0231988430023193
681,3.039569616317749
682,3.0517163276672363
683,3.06587290763855
684,3.0798988342285156
685,3.0994203090667725
686,3.1150498390197754
687,3.1236627101898193
688,3.122964382171631
689,3.1204922199249268
690,3.102569103240967
691,3.0679869651794434
692,3.023742198944092
693,2.9701731204986572
694,2.9061453342437744
695,2.8291678428649902
696,2.766428232192993
697,2.7138442993164062
698,2.6490795612335205
699,2.579047679901123
700,2.5194709300994873
701,2.4630208015441895
702,2.402735948562622
703,2.344672679901123
704,2.294341564178467
705,2.2515032291412354
706,2.2144775390625
707,2.1801702976226807
708,2.159576416015625
709,2.150285005569458
710,2.1398091316223145
711,2.129572629928589
712,2.1315391063690186
713,2.1346981525421143
714,2.135014533996582
715,2.1324281692504883
716,2.123382091522217
717,2.105862855911255
718,2.091407537460327
719,2.0617823600769043
720,2.0183944702148438
721,1.976261854171753
722,1.9357588291168213
723,1.8849947452545166
724,1.8403033018112183
725,1.794199824333191
726,1.732015609741211
727,1.6862527132034302
728,1.6463338136672974
729,1.605847716331482
730,1.56565523147583
731,1.5386388301849365
732,1.5264185667037964
733,1.5045490264892578
734,1.4839508533477783
735,1.466193675994873
736,1.4427677392959595
737,1.3989087343215942
738,1.3420346975326538
739,1.282120943069458
740,1.2148789167404175
741,1.1598066091537476
742,1.1054904460906982
743,1.0676997900009155
744,1.0213009119033813
745,0.9691856503486633
746,0.9272586703300476
747,0.8814107775688171
748,0.8396679759025574
749,0.8012001514434814
750,0.7672166228294373
751,0.7289380431175232
752,0.6841654777526855
753,0.6395214200019836
754,0.6085780262947083
755,0.5824629664421082
756,0.5506223440170288
757,0.5315393209457397
758,0.5112656354904175
759,0.481704443693161
760,0.44818899035453796
761,0.4178934097290039
762,0.390350341796875
763,0.37662267684936523
764,0.3716042935848236
765,0.3847734332084656
766,0.39862844347953796
767,0.41196492314338684
768,0.41514790058135986
769,0.41350260376930237
770,0.3966442048549652
771,0.3679352402687073
772,0.33827629685401917
773,0.3088971674442291
774,0.2839314341545105
775,0.2625178396701813
776,0.24989373981952667
777,0.23227979242801666
778,0.21350206434726715
779,0.18869836628437042
780,0.16530093550682068
