类型,HPCS-310-312255198
版本,2.00.08
描述
测试日期,2026/04/20 15:48
照度(lx),237.79
烛光E(fc),22.10
相关色温(K),3132
黑体偏离duv,0.00740
坐标x,0.4381
坐标y,0.4235
坐标u,0.2432
坐标v,0.3526
坐标u’,0.2432
坐标v’,0.5289
SDCM,9.37
显色指数(Ra),93.4
R1,93
R2,95
R3,98
R4,90
R5,92
R6,95
R7,95
R8,90
R9,78
R10,91
R11,89
R12,85
R13,93
R14,99
R15,90
明暗视觉比S/P,1.478
主波长(nm),579.90
色纯度(%),58.7
半宽度(nm),214.5
峰值波长(nm),689.0
中心波长(nm),634.2
质心波长(nm),621.2
红色比(%),61.4
绿色比(%),31.1
蓝色比(%),7.5
视黑素照度(lx),136.3
生理等效照度(lx),124.4
视黑素比,0.573
视黑素EDI(lx),124.0
积分时间(ms),480
峰值信号,55071
暗信号,3576
补偿电平,2660
起始扫描波长,380
终止扫描波长,780
380,0.008996586315333843
381,0.010349015705287457
382,0.008763193152844906
383,0.005751785356551409
384,0.005141595844179392
385,0.00442551588639617
386,0.005308132618665695
387,0.005031077191233635
388,0.0035320031456649303
389,0.002600570674985647
390,0.0005628354265354574
391,0.0017219787696376443
392,0.0024360211100429296
393,0.003910150844603777
394,0.005724409129470587
395,0.006832289509475231
396,0.006537607405334711
397,0.009878930635750294
398,0.015140218660235405
399,0.02183399349451065
400,0.03085951879620552
401,0.04389897361397743
402,0.05615090951323509
403,0.07175035029649734
404,0.08982256799936295
405,0.10729058086872101
406,0.1266964077949524
407,0.1498691439628601
408,0.16967463493347168
409,0.18364979326725006
410,0.20031443238258362
411,0.21575123071670532
412,0.2269248366355896
413,0.23793724179267883
414,0.25158458948135376
415,0.264847069978714
416,0.2827332615852356
417,0.3001003563404083
418,0.31301191449165344
419,0.3262976109981537
420,0.34095168113708496
421,0.35153964161872864
422,0.3644973635673523
423,0.3847954273223877
424,0.40190985798835754
425,0.41362011432647705
426,0.425060898065567
427,0.4338720142841339
428,0.43869444727897644
429,0.448417067527771
430,0.46651530265808105
431,0.48781850934028625
432,0.5093010663986206
433,0.5317578315734863
434,0.5564584136009216
435,0.5797086954116821
436,0.6025844812393188
437,0.6277496814727783
438,0.6495950222015381
439,0.664546012878418
440,0.6772589683532715
441,0.6858587861061096
442,0.6918045282363892
443,0.6992166042327881
444,0.7090896964073181
445,0.720358669757843
446,0.7360615730285645
447,0.7559135556221008
448,0.7793910503387451
449,0.8102239966392517
450,0.8507256507873535
451,0.8993840217590332
452,0.950501561164856
453,0.999770998954773
454,1.0450727939605713
455,1.0815218687057495
456,1.109864354133606
457,1.1274710893630981
458,1.1333017349243164
459,1.1418507099151611
460,1.1494476795196533
461,1.1594135761260986
462,1.182983636856079
463,1.2242789268493652
464,1.2670756578445435
465,1.3237733840942383
466,1.3893989324569702
467,1.4642307758331299
468,1.5451641082763672
469,1.6265523433685303
470,1.7063695192337036
471,1.777387261390686
472,1.8313325643539429
473,1.8637174367904663
474,1.8763847351074219
475,1.8640245199203491
476,1.8340513706207275
477,1.788744568824768
478,1.7384591102600098
479,1.6948448419570923
480,1.6642943620681763
481,1.6558889150619507
482,1.6775953769683838
483,1.7179533243179321
484,1.7663931846618652
485,1.8192347288131714
486,1.869666337966919
487,1.9099172353744507
488,1.9454673528671265
489,1.9742680788040161
490,1.9886173009872437
491,2.000016450881958
492,2.016921043395996
493,2.0330820083618164
494,2.0513498783111572
495,2.077174663543701
496,2.0930089950561523
497,2.092104911804199
498,2.083092451095581
499,2.0704469680786133
500,2.0595529079437256
501,2.0603859424591064
502,2.0669660568237305
503,2.079021692276001
504,2.104562282562256
505,2.136955976486206
506,2.1672286987304688
507,2.2053580284118652
508,2.250000476837158
509,2.2910892963409424
510,2.3237712383270264
511,2.3530807495117188
512,2.373920440673828
513,2.385754108428955
514,2.3904922008514404
515,2.390855550765991
516,2.3881478309631348
517,2.392813205718994
518,2.398749351501465
519,2.40335750579834
520,2.4083259105682373
521,2.409911870956421
522,2.4164795875549316
523,2.4350357055664062
524,2.4648377895355225
525,2.499588966369629
526,2.545585870742798
527,2.6002724170684814
528,2.6495535373687744
529,2.698714017868042
530,2.7434940338134766
531,2.7851016521453857
532,2.8251454830169678
533,2.860203742980957
534,2.884246826171875
535,2.9088287353515625
536,2.926159381866455
537,2.931995391845703
538,2.9292759895324707
539,2.9225077629089355
540,2.919100522994995
541,2.913137197494507
542,2.9127039909362793
543,2.9192044734954834
544,2.9302005767822266
545,2.9473249912261963
546,2.973249673843384
547,2.999130964279175
548,3.0292601585388184
549,3.0689492225646973
550,3.1086785793304443
551,3.152034044265747
552,3.199289560317993
553,3.2484920024871826
554,3.2942304611206055
555,3.3430111408233643
556,3.3852150440216064
557,3.4217300415039062
558,3.450199842453003
559,3.472141742706299
560,3.490408420562744
561,3.499840259552002
562,3.500840902328491
563,3.499203681945801
564,3.4945321083068848
565,3.4870331287384033
566,3.4867098331451416
567,3.491075038909912
568,3.49725341796875
569,3.504786729812622
570,3.5120229721069336
571,3.524879217147827
572,3.5466949939727783
573,3.574669361114502
574,3.606452226638794
575,3.643035650253296
576,3.6762197017669678
577,3.708756446838379
578,3.744048833847046
579,3.784895896911621
580,3.826213836669922
581,3.8653249740600586
582,3.905575752258301
583,3.9422481060028076
584,3.9741053581237793
585,3.9953255653381348
586,4.014459609985352
587,4.0317487716674805
588,4.040600776672363
589,4.039239406585693
590,4.038965225219727
591,4.037905216217041
592,4.031874179840088
593,4.028956890106201
594,4.02522611618042
595,4.009339809417725
596,3.982485771179199
597,3.9531362056732178
598,3.920827627182007
599,3.8936290740966797
600,3.8817687034606934
601,3.8811116218566895
602,3.8843026161193848
603,3.897918939590454
604,3.9046573638916016
605,3.912031888961792
606,3.9288721084594727
607,3.954120397567749
608,3.9831104278564453
609,4.024974822998047
610,4.06425142288208
611,4.097268581390381
612,4.126428604125977
613,4.151188373565674
614,4.172525405883789
615,4.195030212402344
616,4.218668460845947
617,4.236630916595459
618,4.244010925292969
619,4.241235733032227
620,4.241648197174072
621,4.232671737670898
622,4.2170000076293945
623,4.203805446624756
624,4.192475318908691
625,4.176078796386719
626,4.163181304931641
627,4.1543097496032715
628,4.147292613983154
629,4.1447858810424805
630,4.141945838928223
631,4.140092372894287
632,4.14616584777832
633,4.153458118438721
634,4.161524772644043
635,4.176569938659668
636,4.195718288421631
637,4.214756965637207
638,4.233621597290039
639,4.25529146194458
640,4.284547805786133
641,4.315665245056152
642,4.337918758392334
643,4.367162227630615
644,4.408618927001953
645,4.442577838897705
646,4.477867126464844
647,4.523863315582275
648,4.564662933349609
649,4.606215953826904
650,4.6420578956604
651,4.66776180267334
652,4.6881914138793945
653,4.705028533935547
654,4.699950218200684
655,4.682674407958984
656,4.665417194366455
657,4.639892578125
658,4.6049041748046875
659,4.571850299835205
660,4.541924953460693
661,4.510579586029053
662,4.485235691070557
663,4.472387313842773
664,4.465301990509033
665,4.470510005950928
666,4.489023208618164
667,4.509829044342041
668,4.528383731842041
669,4.550735950469971
670,4.572486877441406
671,4.597282886505127
672,4.622303009033203
673,4.657217979431152
674,4.688714027404785
675,4.726903438568115
676,4.754152774810791
677,4.776470184326172
678,4.787995338439941
679,4.801608562469482
680,4.8240461349487305
681,4.858124256134033
682,4.911592483520508
683,4.970163822174072
684,5.028930187225342
685,5.094826698303223
686,5.150755405426025
687,5.185750961303711
688,5.203029155731201
689,5.213292121887207
690,5.1972270011901855
691,5.165708065032959
692,5.129697322845459
693,5.0808563232421875
694,5.012355327606201
695,4.931484222412109
696,4.862949371337891
697,4.788281440734863
698,4.6840739250183105
699,4.579218864440918
700,4.492883682250977
701,4.404455184936523
702,4.318047046661377
703,4.240773677825928
704,4.168523788452148
705,4.102104663848877
706,4.047715187072754
707,4.009835720062256
708,4.001484394073486
709,4.004538536071777
710,4.007775783538818
711,4.021693229675293
712,4.042817115783691
713,4.062812328338623
714,4.09092903137207
715,4.121774196624756
716,4.138638019561768
717,4.134794235229492
718,4.116081237792969
719,4.0796709060668945
720,4.017834186553955
721,3.9435768127441406
722,3.867936372756958
723,3.7986507415771484
724,3.7176661491394043
725,3.63796067237854
726,3.564960479736328
727,3.5132715702056885
728,3.4578304290771484
729,3.402704954147339
730,3.354842185974121
731,3.3183255195617676
732,3.2852439880371094
733,3.251908779144287
734,3.210890293121338
735,3.1723034381866455
736,3.119246244430542
737,3.0381669998168945
738,2.9387261867523193
739,2.8390676975250244
740,2.7330386638641357
741,2.6319267749786377
742,2.5384581089019775
743,2.4636781215667725
744,2.385655164718628
745,2.293234348297119
746,2.1982738971710205
747,2.093867778778076
748,2.003443956375122
749,1.9201440811157227
750,1.849385142326355
751,1.7834281921386719
752,1.7225943803787231
753,1.6577765941619873
754,1.5876004695892334
755,1.5297389030456543
756,1.47279953956604
757,1.4176751375198364
758,1.3682942390441895
759,1.3050992488861084
760,1.2454934120178223
761,1.1873712539672852
762,1.1470357179641724
763,1.1192413568496704
764,1.107455849647522
765,1.1111382246017456
766,1.1189321279525757
767,1.1322801113128662
768,1.1337753534317017
769,1.119821310043335
770,1.0878992080688477
771,1.0352072715759277
772,0.95561283826828
773,0.8593431711196899
774,0.770358145236969
775,0.7026035189628601
776,0.6335789561271667
777,0.5632105469703674
778,0.5139963626861572
779,0.4660559892654419
780,0.42248550057411194
