类型,HPCS-310-312255198
版本,2.00.08
描述
测试日期,2026/04/20 15:59
照度(lx),30.97
烛光E(fc),2.88
相关色温(K),7221
黑体偏离duv,-0.01953
坐标x,0.3101
坐标y,0.2856
坐标u,0.2136
坐标v,0.2951
坐标u’,0.2136
坐标v’,0.4427
SDCM,25.36
显色指数(Ra),81.7
R1,75
R2,84
R3,97
R4,78
R5,77
R6,83
R7,92
R8,68
R9,5
R10,69
R11,75
R12,72
R13,76
R14,97
R15,66
明暗视觉比S/P,2.603
主波长(nm),388.20
色纯度(%),14.5
半宽度(nm),349.0
峰值波长(nm),471.9
中心波长(nm),578.8
质心波长(nm),583.3
红色比(%),46.9
绿色比(%),24.8
蓝色比(%),28.3
视黑素照度(lx),37.8
生理等效照度(lx),34.4
视黑素比,1.220
视黑素EDI(lx),34.2
积分时间(ms),3000
峰值信号,60415
暗信号,2793
补偿电平,2630
起始扫描波长,380
终止扫描波长,780
380,0.010219755582511425
381,0.009234001860022545
382,0.006032949313521385
383,0.005174597725272179
384,0.00760639039799571
385,0.008495417423546314
386,0.00857005175203085
387,0.008750902488827705
388,0.008374477736651897
389,0.00876473169773817
390,0.010780244134366512
391,0.014854151755571365
392,0.02091090939939022
393,0.029075205326080322
394,0.039317596703767776
395,0.052054308354854584
396,0.07046134769916534
397,0.09242381900548935
398,0.11742737144231796
399,0.1436544507741928
400,0.1724306046962738
401,0.1996852457523346
402,0.23024098575115204
403,0.2651321589946747
404,0.30255189538002014
405,0.3408913016319275
406,0.3822680115699768
407,0.422147274017334
408,0.45562976598739624
409,0.48436886072158813
410,0.5068320035934448
411,0.5209083557128906
412,0.5297755002975464
413,0.5358610153198242
414,0.5380945205688477
415,0.5391041040420532
416,0.5456046462059021
417,0.5550804734230042
418,0.5674174427986145
419,0.5799309611320496
420,0.5938527584075928
421,0.6049582362174988
422,0.6124505400657654
423,0.6183986067771912
424,0.6213361620903015
425,0.6191282272338867
426,0.6127410531044006
427,0.6054349541664124
428,0.5974483489990234
429,0.5929257273674011
430,0.5932671427726746
431,0.598814070224762
432,0.6062673330307007
433,0.6157988905906677
434,0.6269419193267822
435,0.6379004120826721
436,0.6457040309906006
437,0.6497927308082581
438,0.6514757871627808
439,0.6488145589828491
440,0.6395988464355469
441,0.6296181678771973
442,0.617916464805603
443,0.6059188842773438
444,0.5944215059280396
445,0.5859059691429138
446,0.5814509391784668
447,0.5815979242324829
448,0.5851574540138245
449,0.5925872921943665
450,0.6053639650344849
451,0.6213488578796387
452,0.6368493437767029
453,0.650633692741394
454,0.6618290543556213
455,0.6655439734458923
456,0.6599318981170654
457,0.6514473557472229
458,0.6413352489471436
459,0.6305558681488037
460,0.6187935471534729
461,0.6115491390228271
462,0.6089519262313843
463,0.610357940196991
464,0.6137810349464417
465,0.6226480007171631
466,0.6342047452926636
467,0.6492040753364563
468,0.6642146110534668
469,0.6824470162391663
470,0.6989541053771973
471,0.7102188467979431
472,0.7139429450035095
473,0.7124617695808411
474,0.6986728310585022
475,0.6757838726043701
476,0.6511734127998352
477,0.6243048310279846
478,0.5945590734481812
479,0.5657258033752441
480,0.5423874258995056
481,0.5258285999298096
482,0.5164682865142822
483,0.5130838751792908
484,0.5153748989105225
485,0.5202158689498901
486,0.5241960287094116
487,0.5268073678016663
488,0.5272244215011597
489,0.5247401595115662
490,0.5205768346786499
491,0.5157268047332764
492,0.5110726952552795
493,0.5048003792762756
494,0.4967433214187622
495,0.4886291027069092
496,0.4822641909122467
497,0.47236233949661255
498,0.4636121094226837
499,0.45453399419784546
500,0.4450969398021698
501,0.4369688928127289
502,0.430270791053772
503,0.42482659220695496
504,0.4215931296348572
505,0.4214428961277008
506,0.42178604006767273
507,0.4244643449783325
508,0.42796072363853455
509,0.4319784641265869
510,0.43329811096191406
511,0.433095782995224
512,0.43135783076286316
513,0.42873644828796387
514,0.4236873686313629
515,0.4182051420211792
516,0.4125326871871948
517,0.4082859754562378
518,0.4040093421936035
519,0.39986222982406616
520,0.3963390290737152
521,0.3932652175426483
522,0.3908388018608093
523,0.3901369273662567
524,0.3901308476924896
525,0.38872969150543213
526,0.3888297975063324
527,0.39084887504577637
528,0.3935140073299408
529,0.3967383801937103
530,0.40023288130760193
531,0.40345877408981323
532,0.40594282746315
533,0.4067341089248657
534,0.40595752000808716
535,0.40566545724868774
536,0.4044334888458252
537,0.4025860130786896
538,0.3998076021671295
539,0.39630287885665894
540,0.3935946524143219
541,0.39097583293914795
542,0.38796117901802063
543,0.3858257532119751
544,0.3846988081932068
545,0.3830602169036865
546,0.3820280134677887
547,0.3815035820007324
548,0.3821626305580139
549,0.3832707107067108
550,0.38592931628227234
551,0.39008358120918274
552,0.39457276463508606
553,0.39819425344467163
554,0.40348780155181885
555,0.4092351198196411
556,0.41186341643333435
557,0.41361209750175476
558,0.41480371356010437
559,0.41410720348358154
560,0.41354307532310486
561,0.4139736592769623
562,0.4130895733833313
563,0.413074791431427
564,0.4120294451713562
565,0.40931496024131775
566,0.4051133990287781
567,0.40252092480659485
568,0.39946654438972473
569,0.39640724658966064
570,0.39348533749580383
571,0.39378902316093445
572,0.3946554958820343
573,0.3963383436203003
574,0.39893507957458496
575,0.40125641226768494
576,0.40323489904403687
577,0.40527892112731934
578,0.409596711397171
579,0.4145371913909912
580,0.4196528196334839
581,0.42433083057403564
582,0.42949315905570984
583,0.43197232484817505
584,0.4339893162250519
585,0.4360359013080597
586,0.43714913725852966
587,0.43824443221092224
588,0.4397474229335785
589,0.4410508871078491
590,0.441184401512146
591,0.43837201595306396
592,0.4347732663154602
593,0.4314422011375427
594,0.428027868270874
595,0.42326387763023376
596,0.42071783542633057
597,0.4165286719799042
598,0.4132859706878662
599,0.41013261675834656
600,0.4094332456588745
601,0.4097491204738617
602,0.41159817576408386
603,0.4118884205818176
604,0.4114224314689636
605,0.41162484884262085
606,0.41360265016555786
607,0.41731634736061096
608,0.4209737479686737
609,0.4246077537536621
610,0.42829686403274536
611,0.43085458874702454
612,0.43179869651794434
613,0.4342060387134552
614,0.4387761652469635
615,0.4420047700405121
616,0.44403326511383057
617,0.44595345854759216
618,0.4457980990409851
619,0.4448091685771942
620,0.4446166157722473
621,0.44419586658477783
622,0.444766640663147
623,0.44632604718208313
624,0.4442498981952667
625,0.44162851572036743
626,0.4415365755558014
627,0.43995389342308044
628,0.4384196698665619
629,0.4410693347454071
630,0.4422115385532379
631,0.44137826561927795
632,0.44173699617385864
633,0.44351062178611755
634,0.44502416253089905
635,0.44933223724365234
636,0.45281341671943665
637,0.45582664012908936
638,0.45730289816856384
639,0.45984646677970886
640,0.46318474411964417
641,0.4675953686237335
642,0.47112125158309937
643,0.4764671325683594
644,0.4812409579753876
645,0.48462486267089844
646,0.48922276496887207
647,0.49653032422065735
648,0.5048611164093018
649,0.5119383335113525
650,0.5167729258537292
651,0.5227066874504089
652,0.5274569988250732
653,0.5298330783843994
654,0.5324458479881287
655,0.5340480804443359
656,0.5324282050132751
657,0.5293855667114258
658,0.5249573588371277
659,0.52032470703125
660,0.5185278058052063
661,0.5173595547676086
662,0.5171142220497131
663,0.5168635249137878
664,0.517949104309082
665,0.5187715888023376
666,0.5195937752723694
667,0.5217219591140747
668,0.5256239175796509
669,0.5294478535652161
670,0.5338737964630127
671,0.5403986573219299
672,0.546775221824646
673,0.5540755391120911
674,0.5618979334831238
675,0.5694407820701599
676,0.5732485055923462
677,0.5775277614593506
678,0.5818427205085754
679,0.5879974961280823
680,0.595015823841095
681,0.6033192276954651
682,0.6101099848747253
683,0.6155575513839722
684,0.6194137334823608
685,0.6264223456382751
686,0.6345207095146179
687,0.6423805356025696
688,0.647704541683197
689,0.6516077518463135
690,0.6510583162307739
691,0.6497253775596619
692,0.6456807255744934
693,0.6423359513282776
694,0.6370459198951721
695,0.6290724277496338
696,0.620607316493988
697,0.6146159172058105
698,0.6041741371154785
699,0.5945537686347961
700,0.5861862897872925
701,0.5759576559066772
702,0.5660697221755981
703,0.555449366569519
704,0.5467286705970764
705,0.5424776673316956
706,0.5389907956123352
707,0.5354044437408447
708,0.5375227332115173
709,0.5377643704414368
710,0.5353938341140747
711,0.5352055430412292
712,0.541838526725769
713,0.5499529242515564
714,0.5613898634910583
715,0.5696234703063965
716,0.5760543346405029
717,0.5787550210952759
718,0.576467752456665
719,0.5686467885971069
720,0.5605540871620178
721,0.5523330569267273
722,0.5394873023033142
723,0.5293696522712708
724,0.5222775936126709
725,0.5162916779518127
726,0.5107805132865906
727,0.5082156658172607
728,0.5023241639137268
729,0.49541905522346497
730,0.4904698133468628
731,0.48472127318382263
732,0.4802441895008087
733,0.48321330547332764
734,0.4872695803642273
735,0.49017372727394104
736,0.48891323804855347
737,0.48536109924316406
738,0.47608786821365356
739,0.46748459339141846
740,0.4562484920024872
741,0.4490640461444855
742,0.44461220502853394
743,0.4429871439933777
744,0.4316334128379822
745,0.4145965874195099
746,0.40235936641693115
747,0.39020225405693054
748,0.3819757103919983
749,0.3813835084438324
750,0.3796190619468689
751,0.37628304958343506
752,0.3711479902267456
753,0.36282968521118164
754,0.3552887737751007
755,0.35065555572509766
756,0.34399062395095825
757,0.34007686376571655
758,0.33716005086898804
759,0.32833224534988403
760,0.32069888710975647
761,0.31855013966560364
762,0.3168199062347412
763,0.31525734066963196
764,0.3201078474521637
765,0.3299710750579834
766,0.33945560455322266
767,0.3591843247413635
768,0.3734922409057617
769,0.37954798340797424
770,0.38276204466819763
771,0.37603986263275146
772,0.3580230474472046
773,0.3331570029258728
774,0.31904056668281555
775,0.30636194348335266
776,0.2948136329650879
777,0.28327077627182007
778,0.2739204466342926
779,0.25488877296447754
780,0.23053909838199615
