类型,HPCS-310-312255198
版本,2.00.08
描述
测试日期,2026/04/20 15:58
照度(lx),87.95
烛光E(fc),8.17
相关色温(K),2959
黑体偏离duv,0.00019
坐标x,0.4401
坐标y,0.4057
坐标u,0.2520
坐标v,0.3483
坐标u’,0.2520
坐标v’,0.5225
SDCM,1.34
显色指数(Ra),96.5
R1,96
R2,98
R3,99
R4,95
R5,96
R6,97
R7,97
R8,94
R9,87
R10,96
R11,94
R12,96
R13,96
R14,100
R15,95
明暗视觉比S/P,1.434
主波长(nm),582.90
色纯度(%),53.9
半宽度(nm),193.9
峰值波长(nm),689.0
中心波长(nm),647.6
质心波长(nm),625.9
红色比(%),64.2
绿色比(%),27.3
蓝色比(%),8.4
视黑素照度(lx),49.3
生理等效照度(lx),45.0
视黑素比,0.560
视黑素EDI(lx),44.7
积分时间(ms),1200
峰值信号,51455
暗信号,3479
补偿电平,2660
起始扫描波长,380
终止扫描波长,780
380,0.005070667248219252
381,0.0032632851507514715
382,0.001154076773673296
383,0.0009014530223794281
384,0.002454184927046299
385,0.003910345491021872
386,0.005019291304051876
387,0.004771569278091192
388,0.004154321737587452
389,0.00350095028989017
390,0.004042255692183971
391,0.005343967117369175
392,0.006569592282176018
393,0.008865226060152054
394,0.01131969504058361
395,0.013800175860524178
396,0.02008446492254734
397,0.027910273522138596
398,0.03817886486649513
399,0.05070746690034866
400,0.06486659497022629
401,0.07795529067516327
402,0.0954519733786583
403,0.11559077352285385
404,0.13601405918598175
405,0.15583980083465576
406,0.17845770716667175
407,0.19853781163692474
408,0.21432951092720032
409,0.22978773713111877
410,0.24205924570560455
411,0.24886390566825867
412,0.2552111744880676
413,0.2602740228176117
414,0.26201847195625305
415,0.26506733894348145
416,0.270324170589447
417,0.2761439085006714
418,0.28305360674858093
419,0.2905091643333435
420,0.2986009418964386
421,0.30593594908714294
422,0.31159746646881104
423,0.317266047000885
424,0.31987282633781433
425,0.3209303915500641
426,0.31830111145973206
427,0.31647270917892456
428,0.31381288170814514
429,0.3134293556213379
430,0.314475953578949
431,0.3195197582244873
432,0.32376495003700256
433,0.32999154925346375
434,0.33962658047676086
435,0.34901192784309387
436,0.3581181466579437
437,0.36695757508277893
438,0.37289151549339294
439,0.374271959066391
440,0.3725223243236542
441,0.36877912282943726
442,0.3633895814418793
443,0.35821476578712463
444,0.3543371260166168
445,0.35464948415756226
446,0.36005425453186035
447,0.36622750759124756
448,0.3738805651664734
449,0.38555997610092163
450,0.39798036217689514
451,0.41100308299064636
452,0.42630860209465027
453,0.4419572055339813
454,0.45573171973228455
455,0.46788233518600464
456,0.4718855321407318
457,0.47296983003616333
458,0.47255590558052063
459,0.4703426659107208
460,0.467727392911911
461,0.4699501097202301
462,0.47519686818122864
463,0.4833725392818451
464,0.49496519565582275
465,0.5103810429573059
466,0.5290437340736389
467,0.5530890226364136
468,0.5768840909004211
469,0.6041632294654846
470,0.629480242729187
471,0.6508945226669312
472,0.6637270450592041
473,0.672099232673645
474,0.6702961921691895
475,0.6611298322677612
476,0.6467167735099792
477,0.6299451589584351
478,0.6107450723648071
479,0.591893196105957
480,0.5787394642829895
481,0.5737274885177612
482,0.5754680633544922
483,0.5843656063079834
484,0.5992934107780457
485,0.6164520978927612
486,0.6322827339172363
487,0.6471794843673706
488,0.6588268876075745
489,0.6666725277900696
490,0.6723345518112183
491,0.6766303181648254
492,0.6817644238471985
493,0.6863590478897095
494,0.6917408108711243
495,0.6973822116851807
496,0.703249454498291
497,0.7025893330574036
498,0.6983683705329895
499,0.694254994392395
500,0.6896276473999023
501,0.6872003674507141
502,0.6903723478317261
503,0.6974325180053711
504,0.70590740442276
505,0.7171090245246887
506,0.7284406423568726
507,0.7422772645950317
508,0.7578739523887634
509,0.7739026546478271
510,0.7871957421302795
511,0.7989271879196167
512,0.8069021701812744
513,0.8137924075126648
514,0.8160963654518127
515,0.8185852766036987
516,0.8166021108627319
517,0.8157835006713867
518,0.816124439239502
519,0.8184580206871033
520,0.8208216428756714
521,0.8275716304779053
522,0.8343380689620972
523,0.8415960669517517
524,0.852717399597168
525,0.8636865615844727
526,0.8755176663398743
527,0.8904992341995239
528,0.9071333408355713
529,0.9230147004127502
530,0.9402365684509277
531,0.958044707775116
532,0.9756498336791992
533,0.9914484024047852
534,1.0054064989089966
535,1.0156806707382202
536,1.021897315979004
537,1.0261930227279663
538,1.0273154973983765
539,1.0238693952560425
540,1.0262787342071533
541,1.0286040306091309
542,1.0289160013198853
543,1.031449794769287
544,1.0371627807617188
545,1.0432186126708984
546,1.0512794256210327
547,1.0614084005355835
548,1.0755107402801514
549,1.090712070465088
550,1.1058968305587769
551,1.1239339113235474
552,1.1434743404388428
553,1.1625587940216064
554,1.1828230619430542
555,1.2042378187179565
556,1.2230849266052246
557,1.2392878532409668
558,1.2511299848556519
559,1.260919213294983
560,1.2698920965194702
561,1.2760783433914185
562,1.278643012046814
563,1.2830207347869873
564,1.2851554155349731
565,1.2853045463562012
566,1.28532874584198
567,1.286708116531372
568,1.2854526042938232
569,1.2866644859313965
570,1.2867512702941895
571,1.290209412574768
572,1.300236701965332
573,1.3136861324310303
574,1.3265318870544434
575,1.3424396514892578
576,1.3598716259002686
577,1.3742671012878418
578,1.389699101448059
579,1.4071004390716553
580,1.4247031211853027
581,1.4392167329788208
582,1.456575632095337
583,1.4716637134552002
584,1.4862887859344482
585,1.4989259243011475
586,1.5099468231201172
587,1.5193097591400146
588,1.5260804891586304
589,1.5303581953048706
590,1.5335625410079956
591,1.533285140991211
592,1.5287220478057861
593,1.5279524326324463
594,1.5248852968215942
595,1.5172336101531982
596,1.5106998682022095
597,1.503089189529419
598,1.4954948425292969
599,1.4908251762390137
600,1.489169716835022
601,1.489865779876709
602,1.4952484369277954
603,1.4979846477508545
604,1.5015482902526855
605,1.5102462768554688
606,1.522650122642517
607,1.5353593826293945
608,1.5488816499710083
609,1.559648871421814
610,1.5715731382369995
611,1.5827817916870117
612,1.5950325727462769
613,1.611884355545044
614,1.6322389841079712
615,1.6454194784164429
616,1.6523621082305908
617,1.6558425426483154
618,1.658320665359497
619,1.6583621501922607
620,1.6606494188308716
621,1.6626927852630615
622,1.6674938201904297
623,1.6676485538482666
624,1.665254831314087
625,1.6608868837356567
626,1.660935878753662
627,1.6534432172775269
628,1.6460751295089722
629,1.6427818536758423
630,1.641364574432373
631,1.6423248052597046
632,1.649296760559082
633,1.6577509641647339
634,1.6691675186157227
635,1.6796715259552002
636,1.6858526468276978
637,1.6911633014678955
638,1.6963356733322144
639,1.702383279800415
640,1.7145880460739136
641,1.7304835319519043
642,1.7446495294570923
643,1.7641228437423706
644,1.7811672687530518
645,1.7935785055160522
646,1.8063615560531616
647,1.8273968696594238
648,1.8483433723449707
649,1.8697551488876343
650,1.8873989582061768
651,1.9069883823394775
652,1.9191445112228394
653,1.9253251552581787
654,1.926379680633545
655,1.9249505996704102
656,1.9201737642288208
657,1.91071617603302
658,1.8961573839187622
659,1.8820133209228516
660,1.8725976943969727
661,1.8634157180786133
662,1.8555892705917358
663,1.855499505996704
664,1.8606059551239014
665,1.8628664016723633
666,1.8645027875900269
667,1.8717622756958008
668,1.8790909051895142
669,1.884964108467102
670,1.8945460319519043
671,1.9117463827133179
672,1.9278137683868408
673,1.9450709819793701
674,1.9632422924041748
675,1.9832661151885986
676,1.993674397468567
677,2.0063886642456055
678,2.021047353744507
679,2.0336556434631348
680,2.046933889389038
681,2.069413661956787
682,2.09363055229187
683,2.1145477294921875
684,2.135920763015747
685,2.164994478225708
686,2.189626932144165
687,2.209277629852295
688,2.22471022605896
689,2.234119176864624
690,2.229556083679199
691,2.2197682857513428
692,2.2055513858795166
693,2.1839218139648438
694,2.158432960510254
695,2.128103733062744
696,2.098142385482788
697,2.0663211345672607
698,2.021915912628174
699,1.9807301759719849
700,1.944098949432373
701,1.90939462184906
702,1.8771659135818481
703,1.8472868204116821
704,1.815177321434021
705,1.7879948616027832
706,1.7672615051269531
707,1.7526808977127075
708,1.7496312856674194
709,1.7525207996368408
710,1.7587794065475464
711,1.7692713737487793
712,1.7843687534332275
713,1.7991265058517456
714,1.8141310214996338
715,1.8247787952423096
716,1.8271329402923584
717,1.8236629962921143
718,1.8144105672836304
719,1.7967294454574585
720,1.7711923122406006
721,1.743029236793518
722,1.7066203355789185
723,1.673667073249817
724,1.6429879665374756
725,1.6145566701889038
726,1.5892809629440308
727,1.572536826133728
728,1.5528217554092407
729,1.5311391353607178
730,1.5120693445205688
731,1.4956343173980713
732,1.482729434967041
733,1.4755799770355225
734,1.4648981094360352
735,1.4530969858169556
736,1.433866262435913
737,1.4013316631317139
738,1.35585618019104
739,1.3119792938232422
740,1.2683683633804321
741,1.2298684120178223
742,1.1941529512405396
743,1.1724402904510498
744,1.1399011611938477
745,1.0960280895233154
746,1.0553661584854126
747,1.0163164138793945
748,0.9791173934936523
749,0.9492211937904358
750,0.9273951053619385
751,0.903459906578064
752,0.8729839324951172
753,0.8417617082595825
754,0.8125478029251099
755,0.7824084162712097
756,0.7531301975250244
757,0.7332060933113098
758,0.7110866904258728
759,0.6808106303215027
760,0.6559560894966125
761,0.6402086019515991
762,0.6250653266906738
763,0.6170795559883118
764,0.6184545755386353
765,0.6257284879684448
766,0.6304887533187866
767,0.6411041617393494
768,0.6489611268043518
769,0.6481162905693054
770,0.637610673904419
771,0.6131013631820679
772,0.5810868144035339
773,0.5415902733802795
774,0.5075111389160156
775,0.47961634397506714
776,0.4523944556713104
777,0.4239295721054077
778,0.397093266248703
779,0.3633663058280945
780,0.3271392583847046
