类型,HPCS-310-312255198
版本,2.00.08
描述
测试日期,2026/04/20 15:44
照度(lx),1070.76
烛光E(fc),99.51
相关色温(K),3953
黑体偏离duv,0.00803
坐标x,0.3885
坐标y,0.3996
坐标u,0.2214
坐标v,0.3416
坐标u’,0.2214
坐标v’,0.5124
SDCM,7.52
显色指数(Ra),93.8
R1,94
R2,97
R3,96
R4,89
R5,93
R6,97
R7,94
R8,91
R9,79
R10,95
R11,89
R12,88
R13,95
R14,97
R15,91
明暗视觉比S/P,1.834
主波长(nm),575.80
色纯度(%),36.5
半宽度(nm),279.0
峰值波长(nm),688.0
中心波长(nm),600.6
质心波长(nm),599.5
红色比(%),51.1
绿色比(%),35.3
蓝色比(%),13.6
视黑素照度(lx),813.2
生理等效照度(lx),741.9
视黑素比,0.759
视黑素EDI(lx),739.2
积分时间(ms),100
峰值信号,48176
暗信号,3334
补偿电平,2660
起始扫描波长,380
终止扫描波长,780
380,0.0018461070721969008
381,0.007707458920776844
382,0.011314821429550648
383,0.006038382183760405
384,0.009382137097418308
385,0.011895163916051388
386,0.012678750790655613
387,0.015232791192829609
388,0.01796255074441433
389,0.01643560640513897
390,0.02950064279139042
391,0.04095219820737839
392,0.05177721753716469
393,0.07608230412006378
394,0.10162682831287384
395,0.12936483323574066
396,0.17297548055648804
397,0.2370675653219223
398,0.32169637084007263
399,0.4229537546634674
400,0.5443211197853088
401,0.682802140712738
402,0.8356499075889587
403,1.0020424127578735
404,1.1854909658432007
405,1.3850160837173462
406,1.585699439048767
407,1.785688042640686
408,1.9879512786865234
409,2.170541763305664
410,2.33414626121521
411,2.4877562522888184
412,2.605173349380493
413,2.69646954536438
414,2.7797560691833496
415,2.8560562133789062
416,2.950958728790283
417,3.063610076904297
418,3.196214199066162
419,3.3415136337280273
420,3.4946582317352295
421,3.649937391281128
422,3.7948832511901855
423,3.9098780155181885
424,3.997119665145874
425,4.058075904846191
426,4.095682144165039
427,4.131224632263184
428,4.182106018066406
429,4.266175270080566
430,4.384898662567139
431,4.5167622566223145
432,4.666200637817383
433,4.847424507141113
434,5.035743236541748
435,5.217776775360107
436,5.410915374755859
437,5.572600364685059
438,5.688398838043213
439,5.782188892364502
440,5.831345081329346
441,5.864606857299805
442,5.8754096031188965
443,5.870299339294434
444,5.873908042907715
445,5.920551300048828
446,6.011462688446045
447,6.150412082672119
448,6.340714931488037
449,6.575335502624512
450,6.85849142074585
451,7.172544002532959
452,7.500942707061768
453,7.814830303192139
454,8.088528633117676
455,8.28438949584961
456,8.359509468078613
457,8.37728500366211
458,8.391249656677246
459,8.411469459533691
460,8.458976745605469
461,8.582433700561523
462,8.767773628234863
463,8.990130424499512
464,9.269743919372559
465,9.611811637878418
466,10.017457962036133
467,10.477132797241211
468,10.967279434204102
469,11.486804962158203
470,11.979220390319824
471,12.380746841430664
472,12.659035682678223
473,12.812448501586914
474,12.754611015319824
475,12.55897045135498
476,12.303547859191895
477,12.002937316894531
478,11.65310001373291
479,11.332158088684082
480,11.079416275024414
481,10.933494567871094
482,10.912740707397461
483,11.07114315032959
484,11.324801445007324
485,11.622516632080078
486,11.903331756591797
487,12.15283203125
488,12.283042907714844
489,12.344815254211426
490,12.347946166992188
491,12.351655960083008
492,12.368398666381836
493,12.435770034790039
494,12.509156227111816
495,12.580670356750488
496,12.602745056152344
497,12.54377555847168
498,12.418912887573242
499,12.284927368164062
500,12.152036666870117
501,12.070743560791016
502,12.047481536865234
503,12.07393741607666
504,12.148098945617676
505,12.261758804321289
506,12.392168998718262
507,12.53886890411377
508,12.694788932800293
509,12.835993766784668
510,12.9442138671875
511,13.020854949951172
512,13.056782722473145
513,13.071949005126953
514,13.06441593170166
515,13.012992858886719
516,12.909805297851562
517,12.831266403198242
518,12.755097389221191
519,12.6900634765625
520,12.64903736114502
521,12.660598754882812
522,12.697124481201172
523,12.768150329589844
524,12.872024536132812
525,12.992220878601074
526,13.140481948852539
527,13.317586898803711
528,13.497498512268066
529,13.669846534729004
530,13.851607322692871
531,14.012004852294922
532,14.155725479125977
533,14.254861831665039
534,14.326395988464355
535,14.346746444702148
536,14.346491813659668
537,14.30687427520752
538,14.246000289916992
539,14.186397552490234
540,14.143830299377441
541,14.088675498962402
542,14.050538063049316
543,14.009798049926758
544,13.989570617675781
545,14.016332626342773
546,14.076776504516602
547,14.163193702697754
548,14.267512321472168
549,14.390580177307129
550,14.521361351013184
551,14.667724609375
552,14.81814193725586
553,14.989045143127441
554,15.15941333770752
555,15.3226900100708
556,15.467419624328613
557,15.590056419372559
558,15.653383255004883
559,15.699073791503906
560,15.720430374145508
561,15.701827049255371
562,15.647242546081543
563,15.608529090881348
564,15.561188697814941
565,15.508763313293457
566,15.454632759094238
567,15.427584648132324
568,15.392874717712402
569,15.3621187210083
570,15.340133666992188
571,15.331317901611328
572,15.356969833374023
573,15.43315601348877
574,15.515528678894043
575,15.606538772583008
576,15.725266456604004
577,15.828956604003906
578,15.928817749023438
579,16.043527603149414
580,16.173229217529297
581,16.27751922607422
582,16.39069938659668
583,16.490020751953125
584,16.565589904785156
585,16.619300842285156
586,16.66156005859375
587,16.695730209350586
588,16.70157814025879
589,16.683635711669922
590,16.641294479370117
591,16.562801361083984
592,16.46041488647461
593,16.383329391479492
594,16.28404426574707
595,16.172624588012695
596,16.07010269165039
597,15.961233139038086
598,15.81797981262207
599,15.736067771911621
600,15.678778648376465
601,15.634995460510254
602,15.609458923339844
603,15.615119934082031
604,15.607874870300293
605,15.612394332885742
606,15.663917541503906
607,15.729599952697754
608,15.805821418762207
609,15.868913650512695
610,15.923250198364258
611,15.9777250289917
612,16.039934158325195
613,16.09531021118164
614,16.18414306640625
615,16.2605037689209
616,16.300416946411133
617,16.316064834594727
618,16.32883644104004
619,16.293590545654297
620,16.261062622070312
621,16.193666458129883
622,16.1348819732666
623,16.04274559020996
624,15.970043182373047
625,15.89510440826416
626,15.840397834777832
627,15.753429412841797
628,15.697717666625977
629,15.637191772460938
630,15.580900192260742
631,15.551454544067383
632,15.545835494995117
633,15.536067962646484
634,15.549102783203125
635,15.568731307983398
636,15.58179759979248
637,15.623189926147461
638,15.662724494934082
639,15.69890022277832
640,15.753958702087402
641,15.824880599975586
642,15.878416061401367
643,15.94859790802002
644,16.031091690063477
645,16.103612899780273
646,16.198518753051758
647,16.328168869018555
648,16.443334579467773
649,16.575258255004883
650,16.703630447387695
651,16.793813705444336
652,16.829551696777344
653,16.842220306396484
654,16.790376663208008
655,16.692331314086914
656,16.584264755249023
657,16.451313018798828
658,16.28183937072754
659,16.147377014160156
660,16.04428482055664
661,15.947233200073242
662,15.876331329345703
663,15.84749984741211
664,15.822722434997559
665,15.80628776550293
666,15.821135520935059
667,15.853769302368164
668,15.895872116088867
669,15.946709632873535
670,16.016324996948242
671,16.074796676635742
672,16.129287719726562
673,16.202009201049805
674,16.28268814086914
675,16.366275787353516
676,16.422775268554688
677,16.493318557739258
678,16.55654525756836
679,16.59520721435547
680,16.640235900878906
681,16.749971389770508
682,16.895645141601562
683,17.028587341308594
684,17.180877685546875
685,17.361270904541016
686,17.505647659301758
687,17.579294204711914
688,17.59400177001953
689,17.580869674682617
690,17.520084381103516
691,17.396432876586914
692,17.249948501586914
693,17.067930221557617
694,16.821086883544922
695,16.500967025756836
696,16.23606300354004
697,15.95541763305664
698,15.592453002929688
699,15.238447189331055
700,14.919885635375977
701,14.62641716003418
702,14.35561466217041
703,14.106168746948242
704,13.88399600982666
705,13.688838005065918
706,13.520597457885742
707,13.397993087768555
708,13.325604438781738
709,13.283553123474121
710,13.279389381408691
711,13.33326244354248
712,13.409048080444336
713,13.492616653442383
714,13.591829299926758
715,13.673759460449219
716,13.690940856933594
717,13.61327075958252
718,13.523447036743164
719,13.392173767089844
720,13.14675235748291
721,12.856959342956543
722,12.579473495483398
723,12.328550338745117
724,12.042101860046387
725,11.784008026123047
726,11.561931610107422
727,11.381797790527344
728,11.196487426757812
729,11.002614974975586
730,10.873394966125488
731,10.742332458496094
732,10.646828651428223
733,10.544896125793457
734,10.435275077819824
735,10.282179832458496
736,10.097960472106934
737,9.823141098022461
738,9.509557723999023
739,9.150602340698242
740,8.765198707580566
741,8.41569995880127
742,8.084800720214844
743,7.813826084136963
744,7.546821117401123
745,7.238214015960693
746,6.931951522827148
747,6.626962661743164
748,6.339966773986816
749,6.069883346557617
750,5.874598979949951
751,5.685126304626465
752,5.426105499267578
753,5.162780284881592
754,4.912537097930908
755,4.646777629852295
756,4.386741638183594
757,4.192408084869385
758,4.017800807952881
759,3.8069820404052734
760,3.6114814281463623
761,3.446761131286621
762,3.3239102363586426
763,3.2323901653289795
764,3.1792330741882324
765,3.1554059982299805
766,3.1478121280670166
767,3.1393866539001465
768,3.1070945262908936
769,3.044495105743408
770,2.922236442565918
771,2.727327585220337
772,2.4995133876800537
773,2.250776767730713
774,2.0090136528015137
775,1.8390183448791504
776,1.6848504543304443
777,1.5071145296096802
778,1.3606253862380981
779,1.2201625108718872
780,1.0833146572113037
