flavour,energy_low_GeV,energy_high_GeV,energy_center_GeV,baseline_low_km,baseline_high_km,baseline_center_km,psi_per_POT_per_cm2_per_100MeV_per_km
nue,0,0.10000000000000001,0.050000000000000003,0.28000000000000003,0.28999999999999998,0.28500000000000003,4.1388403502113768e-11
nue,0,0.10000000000000001,0.050000000000000003,0.28999999999999998,0.29999999999999999,0.29499999999999998,2.0067200001548788e-10
nue,0,0.10000000000000001,0.050000000000000003,0.29999999999999999,0.31,0.30499999999999999,2.3838258562150407e-11
nue,0,0.10000000000000001,0.050000000000000003,0.31,0.32000000000000001,0.315,1.7103812217258485e-11
nue,0,0.10000000000000001,0.050000000000000003,0.32000000000000001,0.33000000000000002,0.32500000000000001,2.8098295201047634e-10
nue,0,0.10000000000000001,0.050000000000000003,0.33000000000000002,0.33999999999999997,0.33499999999999996,1.054944191473261e-10
nue,0,0.10000000000000001,0.050000000000000003,0.33999999999999997,0.34999999999999998,0.34499999999999997,1.2258247430174011e-10
nue,0,0.10000000000000001,0.050000000000000003,0.34999999999999998,0.35999999999999999,0.35499999999999998,5.7673833731584826e-12
nue,0,0.10000000000000001,0.050000000000000003,0.35999999999999999,0.37,0.36499999999999999,1.1983517241727289e-10
nue,0,0.10000000000000001,0.050000000000000003,0.37,0.38,0.375,3.2017623080044362e-11
nue,0,0.10000000000000001,0.050000000000000003,0.38,0.39000000000000001,0.38500000000000001,1.5858715195576095e-11
nue,0,0.10000000000000001,0.050000000000000003,0.39000000000000001,0.40000000000000002,0.39500000000000002,1.4056342357090263e-10
nue,0,0.10000000000000001,0.050000000000000003,0.40000000000000002,0.40999999999999998,0.40500000000000003,2.1384582102100543e-10
nue,0,0.10000000000000001,0.050000000000000003,0.40999999999999998,0.41999999999999998,0.41499999999999998,1.1368162260862649e-10
nue,0,0.10000000000000001,0.050000000000000003,0.41999999999999998,0.42999999999999999,0.42499999999999999,1.9802055037296201e-10
nue,0,0.10000000000000001,0.050000000000000003,0.42999999999999999,0.44,0.435,7.8389845276473818e-11
nue,0,0.10000000000000001,0.050000000000000003,0.44,0.45000000000000001,0.44500000000000001,4.9477365014091523e-11
nue,0,0.10000000000000001,0.050000000000000003,0.45000000000000001,0.46000000000000002,0.45500000000000002,3.2339327359957626e-10
nue,0,0.10000000000000001,0.050000000000000003,0.46000000000000002,0.46999999999999997,0.46499999999999997,5.6976541743859207e-11
nue,0,0.10000000000000001,0.050000000000000003,0.46999999999999997,0.47999999999999998,0.47499999999999998,9.9200650933075581e-11
nue,0,0.10000000000000001,0.050000000000000003,0.47999999999999998,0.48999999999999999,0.48499999999999999,4.7143509649577227e-11
nue,0,0.10000000000000001,0.050000000000000003,0.48999999999999999,0.5,0.495,1.5229754921798389e-10
nue,0,0.10000000000000001,0.050000000000000003,0.5,0.51000000000000001,0.505,1.9079412250717998e-11
nue,0,0.10000000000000001,0.050000000000000003,0.51000000000000001,0.52000000000000002,0.51500000000000001,7.7786246177503991e-11
nue,0,0.10000000000000001,0.050000000000000003,0.52000000000000002,0.53000000000000003,0.52500000000000002,2.3745388614124401e-10
nue,0,0.10000000000000001,0.050000000000000003,0.53000000000000003,0.54000000000000004,0.53500000000000003,7.609363675256985e-11
nue,0,0.10000000000000001,0.050000000000000003,0.54000000000000004,0.55000000000000004,0.54500000000000004,1.4803748635817561e-10
nue,0,0.10000000000000001,0.050000000000000003,0.55000000000000004,0.56000000000000005,0.55500000000000005,2.0531595299641056e-10
nue,0,0.10000000000000001,0.050000000000000003,0.56000000000000005,0.57000000000000006,0.56500000000000006,1.6542012177573377e-10
nue,0,0.10000000000000001,0.050000000000000003,0.57000000000000006,0.58000000000000007,0.57500000000000007,8.9182319265114744e-11
nue,0,0.10000000000000001,0.050000000000000003,0.58000000000000007,0.59000000000000008,0.58500000000000008,6.1723322911789166e-10
nue,0,0.10000000000000001,0.050000000000000003,0.59000000000000008,0.60000000000000009,0.59500000000000008,1.0926878907717551e-10
nue,0,0.10000000000000001,0.050000000000000003,0.60000000000000009,0.6100000000000001,0.60500000000000009,7.3766214524958252e-11
nue,0,0.10000000000000001,0.050000000000000003,0.6100000000000001,0.62000000000000011,0.6150000000000001,7.699161192443201e-10
nue,0,0.10000000000000001,0.050000000000000003,0.62000000000000011,0.63,0.625,7.4866902430503168e-11
nue,0,0.10000000000000001,0.050000000000000003,0.63,0.64000000000000001,0.63500000000000001,6.4292752216665154e-10
nue,0,0.10000000000000001,0.050000000000000003,0.64000000000000001,0.65000000000000002,0.64500000000000002,3.0199177540423097e-10
nue,0,0.10000000000000001,0.050000000000000003,0.65000000000000002,0.66000000000000003,0.65500000000000003,2.8113099089253512e-10
nue,0,0.10000000000000001,0.050000000000000003,0.66000000000000003,0.67000000000000004,0.66500000000000004,1.2234323133685304e-09
nue,0,0.10000000000000001,0.050000000000000003,0.67000000000000004,0.68000000000000005,0.67500000000000004,5.1471538484165951e-10
nue,0,0.10000000000000001,0.050000000000000003,0.68000000000000005,0.69000000000000006,0.68500000000000005,1.712841240443638e-09
nue,0,0.10000000000000001,0.050000000000000003,0.69000000000000006,0.70000000000000007,0.69500000000000006,0
nue,0,0.10000000000000001,0.050000000000000003,0.70000000000000007,0.71000000000000008,0.70500000000000007,0
nue,0,0.10000000000000001,0.050000000000000003,0.71000000000000008,0.72000000000000008,0.71500000000000008,0
nue,0,0.10000000000000001,0.050000000000000003,0.72000000000000008,0.73000000000000009,0.72500000000000009,0
