"tested_point_index","delta_m2_eV2","sin2_2theta_mue","toys","observed_profiled_delta_nll","toy_90_critical","toy_95_critical","toy_99_critical","toy_mean","toy_standard_deviation"
"6882","0.0578312","0.00182047","10000","28.62914481457716","3.8172484545098087","5.074888457856673","8.578307470229731","1.393287407943889","1.859964806964496"
"6883","0.0578312","0.0019003","10000","28.617991563572957","3.8626107951404265","5.237458126692047","8.744629123446884","1.413508274328418","1.897643910730179"
"6884","0.0578312","0.00198364","10000","28.60635056456215","3.8021585250229464","5.278364535106277","8.464556059781557","1.3970333133076451","1.8599417545484702"
"6885","0.0578312","0.00207063","10000","28.594202610171067","3.8738696646031485","5.277295079210376","8.490798973570804","1.4172236521000403","1.8869393568968644"
"6886","0.0578312","0.00216143","10000","28.58152573514343","3.8274748768266704","5.26117330827168","8.551163602337397","1.3872363096547382","1.8775954464927442"
"6887","0.0578312","0.00225622","10000","28.568295222047823","3.815109577807675","5.102299955368096","8.572071690819769","1.390901979832516","1.859311887509799"
"6888","0.0578312","0.00235516","10000","28.554489188332923","3.8075218678689","5.181866980942971","8.346552127427856","1.397654712836659","1.8396598256362295"
"6889","0.0578312","0.00245844","10000","28.54008161115263","3.892284127402945","5.172009609896065","8.556079057008219","1.415404627749208","1.8887841211007086"
"6890","0.0578312","0.00256625","10000","28.525046519420243","3.7567412193332075","5.158511085053362","8.477088363102155","1.3795186861708306","1.84835022333591"
"6891","0.0578312","0.00267879","10000","28.509356603107506","3.846316749883158","5.260661073869471","8.642325518434063","1.4117931802081898","1.8833879515668406"
"6892","0.0578312","0.00279627","10000","28.492983218939628","3.796792187039557","5.11822497074121","8.237519064446417","1.382815512371574","1.825278058443749"
"6893","0.0578312","0.00291889","10000","28.475899182516002","3.7891936715889756","5.291338221021476","8.842819148926367","1.4293973586906374","1.8985010994178968"
"6894","0.0578312","0.0030469","10000","28.45807041485449","3.9046064924033885","5.221844983571941","8.337869001257843","1.419896800946311","1.8905453351613817"
"6895","0.0578312","0.00318052","10000","28.439467095343332","3.8979910940963123","5.2938611283905175","8.732401972441949","1.4302513395983216","1.8959244973901344"
"6896","0.0578312","0.00331999","10000","28.420056701703345","3.90331406990731","5.271460614717171","8.47756901166889","1.4344683973982213","1.8586190479416829"
"6897","0.0578312","0.00346559","10000","28.399801238687758","3.8388232920390237","5.189293320623619","8.261478399725888","1.414006088424706","1.8449470359149447"
"6898","0.0578312","0.00361756","10000","28.37866837782491","3.7649837755286626","5.144542975359457","8.14370153874927","1.4052555111044034","1.8288627286099146"
"6899","0.0578312","0.00377621","10000","28.356616165342473","3.8070425201900093","5.350490321854636","8.908163580451628","1.437101573241217","1.9113082570209583"
"6900","0.0578312","0.00394181","10000","28.33360833011301","3.9114274533382627","5.428454014428496","8.674018621359835","1.443113902052183","1.9085701121618106"
"6901","0.0578312","0.00411467","10000","28.309603171446554","3.7839117305903187","5.111036877861238","8.398590476358322","1.4121238534227665","1.838334946583307"
"6902","0.0578312","0.00429511","10000","28.28455774346429","3.8075110427474215","5.163959346107674","8.441998757110923","1.4442936252763543","1.8680556657126473"
"6903","0.0578312","0.00448347","10000","28.258426480658443","3.9186551390870363","5.395418379133787","8.518495740927165","1.4545170604077682","1.8759238854238185"
"6904","0.0578312","0.00468008","10000","28.23116537359357","3.8692860801049846","5.37376648334299","8.655637384329339","1.4447345213344325","1.9033523000194374"
"6905","0.0578312","0.00488532","10000","28.20272366320961","3.851708426944924","5.387817206977161","8.723762012449583","1.4413964298437","1.9059775119111504"
"6906","0.0578312","0.00509956","10000","28.173052179574086","3.8222416667425705","5.059474396568305","8.451219281109047","1.4288700062835142","1.8491734841086382"
"6907","0.0578312","0.0053232","10000","28.14209781567922","3.830115341152691","5.283067070979996","8.58499643279822","1.441696920736863","1.8680888430153757"
"6908","0.0578312","0.00555664","10000","28.109807702414457","3.7824042504750537","5.153377801849615","8.594523958581192","1.418957959988913","1.8326669631212509"
"6909","0.0578312","0.00580031","10000","28.076125077799418","3.828359920054311","5.2596387153269575","8.281478409993724","1.4467412579313579","1.8532402195997169"
"6910","0.0578312","0.00605468","10000","28.04098793625485","3.8358752143275296","5.319375500303636","8.736465467791902","1.470167734068626","1.877727518805873"
"6911","0.0578312","0.0063202","10000","28.004337345298893","3.8490749995040687","5.220910448566826","8.404901183074116","1.4637249015658578","1.8486052430758195"
"6912","0.0578312","0.00659736","10000","27.966109182036575","3.9140993470077206","5.353131444306712","8.6090025456283","1.496567372392936","1.8721145849843097"
"6913","0.0578312","0.00688668","10000","27.926235552792093","3.939272914555545","5.307248034289273","8.430594413600488","1.4788765016859273","1.8702399188846421"
"6914","0.0578312","0.00718868","10000","27.88464896224724","3.853697215633474","5.265085738204505","8.283007998359778","1.4835478981210501","1.8616026704552708"
"6915","0.0578312","0.00750393","10000","27.841275461997327","3.979395069721022","5.377929461070892","8.35800567802653","1.499230867072156","1.8631390948029989"
"6916","0.0578312","0.00783301","10000","27.796040203884388","3.9199843691470164","5.282879930306649","8.466768052403268","1.501407929861212","1.855498565660019"
"6917","0.0578312","0.00817651","10000","27.748867476099576","3.9494714866134473","5.38060305650157","8.805349762737933","1.5207299982442197","1.907477311119702"
"6918","0.0578312","0.00853508","10000","27.699673885108894","3.8611387983390273","5.246083626001223","8.49695030188343","1.479218918568195","1.8225528469124481"
"6919","0.0578312","0.00890938","10000","27.6483752811057","3.950346896657493","5.339127602733754","8.493175033885791","1.5123935908262944","1.859433182151709"
"6920","0.0578312","0.00930008","10000","27.59488680364956","3.845364481971103","5.208820109868952","8.159257615693264","1.4761198059560916","1.8022994149196738"
"6921","0.0578312","0.00970793","10000","27.53911336284608","3.8903298387922973","5.227038150502324","8.44033718038213","1.5151113224809474","1.8592263230513046"
"6922","0.0578312","0.0101337","10000","27.480957938106428","3.8584260117203826","5.2786295435299735","8.620169143699854","1.5170203436528333","1.8552043772014992"
"6923","0.0578312","0.010578","10000","27.4203461854338","3.915569449393729","5.28502832422123","8.357836634915486","1.5175297964267913","1.8321302749113948"
"6924","0.0578312","0.0110419","10000","27.357141930967657","3.9857463245810436","5.359200117420471","8.614062664430492","1.5614339388212666","1.8897555499880447"
"6925","0.0578312","0.0115262","10000","27.291246901238594","3.9416894705009895","5.406864331389613","8.9123232179777","1.5689200242279926","1.884432661890246"
"6926","0.0578312","0.0120316","10000","27.22257745985752","4.045852212908187","5.382575241582117","8.492867542693944","1.5813150729468468","1.8566412204543548"
"6927","0.0578312","0.0125593","10000","27.150983226192693","3.981367060282196","5.320881725183767","8.406934699593137","1.5551079057533175","1.816848741845238"
"6928","0.0578312","0.01311","10000","27.076383020477067","4.071240237198026","5.44202728026562","8.633598063108366","1.5920789941820634","1.8533792369837134"
"6929","0.0578312","0.0136849","10000","26.9986292768794","3.968630747336306","5.385928088793378","8.499680511119038","1.5806699865882405","1.8451051823163749"
"6930","0.0578312","0.0142851","10000","26.91758962532265","3.8830916639338398","5.417260825357857","8.496321248062657","1.5798311417314372","1.829959918159823"
"6931","0.0578312","0.0149115","10000","26.8331603492029","3.9756529740551514","5.202560852951478","8.336711022983366","1.5748163764962493","1.8160547707252839"
"6932","0.0578312","0.0155655","10000","26.745172151435384","4.007610276935736","5.331779066561182","8.491876231141248","1.5968989566316718","1.8343694680867748"
"6933","0.0578312","0.0162481","10000","26.653511634952054","3.971153006245288","5.3984333929670925","8.686810880334008","1.6062952223383737","1.849126675675304"
"6934","0.0578312","0.0169606","10000","26.5580271897299","3.968546801746072","5.387661351618078","8.64284774636468","1.6171909369619994","1.8444658155963007"
"6935","0.0578312","0.0177044","10000","26.4585562472123","4.027339396452248","5.452286921334405","8.393625769886569","1.6434136598930553","1.814325865777205"
"6936","0.0578312","0.0184808","10000","26.354952235573876","4.066814524169445","5.461330297169013","9.138774006048493","1.674105959281417","1.888498751148925"
"6937","0.0578312","0.0192912","10000","26.24705799433667","4.074866815666098","5.573274286878245","8.845959665781322","1.6719992855568344","1.8667880966804251"
"6938","0.0578312","0.0201372","10000","26.13469283058072","3.912469723663662","5.290092730581023","8.553499428445548","1.6325218857986827","1.7965162104774366"
"6939","0.0578312","0.0210203","10000","26.01769273221481","4.062075507586883","5.454784829886876","8.735589102919562","1.6775395379380964","1.8457941075953483"
"6940","0.0578312","0.0219421","10000","25.895884013218847","3.9989133345666232","5.449256914207183","8.765164642743287","1.6911571595079171","1.8563974445941314"
"6941","0.0578312","0.0229043","10000","25.769083706109143","4.153335509685178","5.557217642444471","8.343025015247065","1.7169155033963572","1.8383577806429579"
"6942","0.0578312","0.0239088","10000","25.637086864066475","4.028543900432567","5.339331719240533","8.442411064284784","1.6998154851209288","1.820992693037035"
"6943","0.0578312","0.0249573","10000","25.499719542942614","4.171378557712501","5.61879027183403","8.711248729798399","1.7578224874154482","1.8782154558354065"
"6944","0.0578312","0.0260517","10000","25.35678652541384","3.9170580455415234","5.3556069775143555","8.791297050912021","1.7002958040639977","1.807570318276999"
"6945","0.0578312","0.0271942","10000","25.208059036814632","4.0304990676285115","5.402952445129358","8.617364432877366","1.7430630283284219","1.8237536486340886"
"6946","0.0578312","0.0283867","10000","25.053353451812484","4.081702299171468","5.479352268007403","8.616096774896675","1.7622598292125604","1.8302898092091957"
"6947","0.0578312","0.0296316","10000","24.89242775039213","4.147923557119327","5.541971294298719","8.659362034150377","1.7897356277615524","1.8155525546730045"
"6948","0.0578312","0.0309311","10000","24.72507307554804","4.194965707331448","5.543976536004948","8.65239117105665","1.8086605193305327","1.8198056687595603"
"6949","0.0578312","0.0322875","10000","24.551075273764752","4.174545836625725","5.596474724505924","8.64451917317757","1.8096695663831392","1.8502423959294594"
"6950","0.0578312","0.0337034","10000","24.370190103275092","4.035113924094162","5.418194934939947","8.40558313052287","1.7916722834249943","1.7558313153450293"
"6951","0.0578312","0.0351814","10000","24.182182625080316","4.152866501869937","5.514331135431462","8.624786414259859","1.8555780907553814","1.812237292217208"
"6952","0.0578312","0.0367243","10000","23.98680249523335","4.144142082848475","5.5106945225488175","8.63816264391312","1.861953923812223","1.8197764614421044"
"6953","0.0578312","0.0383348","10000","23.783822873426743","4.128475401104652","5.522330215236991","8.648348903266992","1.874928927817523","1.817855607408941"
"6954","0.0578312","0.0400159","10000","23.572990718691983","4.154446677420424","5.462434237476373","8.528376247033577","1.8634565609242808","1.7731289390585823"
"6955","0.0578312","0.0417707","10000","23.35405331601089","4.226324551572702","5.679091252677438","9.2158474755297","1.9166075249967467","1.8604920234434006"
"6956","0.0578312","0.0436025","10000","23.126746997319117","4.190087084089896","5.55907261201952","8.953158714161873","1.924558301823848","1.8362286220966169"
"6957","0.0578312","0.0455146","10000","22.890823269908026","4.299845391658721","5.683080953734645","9.004404610654433","1.950307279824046","1.855639009080007"
"6958","0.0578312","0.0475106","10000","22.646013024285253","4.306967442078189","5.6423394211469144","8.793543791443426","1.9741394752390018","1.823137628617993"
"6959","0.0578312","0.0495941","10000","22.392065073561128","4.225142592327757","5.623126393045538","8.832765284648588","1.980849398820644","1.826449300167848"
"6960","0.0578312","0.051769","10000","22.128710994212383","4.385174228416815","5.779708591541578","8.834222882376594","2.03604267111813","1.8541834229584135"
"6961","0.0578312","0.0540392","10000","21.855703425821332","4.322700997342793","5.781452217622302","8.910626613133559","2.0348841836834746","1.8484621720000902"
"6962","0.0578312","0.0564091","10000","21.572757811088877","4.3354074699155944","5.64380463891996","8.6855217603636","2.021426858580007","1.8058950296574985"
"6963","0.0578312","0.0588828","10000","21.27965037129968","4.385690432968204","5.813013297336056","8.73172829302689","2.0874135999673866","1.8545478248077818"
"6964","0.0578312","0.061465","10000","20.97611278064494","4.450481753813733","5.626710023913972","8.85804915130933","2.1084995167805047","1.8507415771684628"
"6965","0.0578312","0.0641605","10000","20.661894599011248","4.472084338025638","5.7795554226649415","8.941978849175314","2.126303311094489","1.8669461672483092"
"6966","0.0578312","0.0669741","10000","20.33677697644066","4.57305453948652","5.864699616533073","9.2873154418549","2.1811637646917967","1.879558274243966"
"6967","0.0578312","0.0699112","10000","20.000506053677725","4.49573961658524","5.947716470779255","9.307310894039404","2.199095113583523","1.9220183830258186"
"6968","0.0578312","0.072977","10000","19.65288841719706","4.45366065636523","5.7961482328225316","9.130265919136605","2.1654531604051797","1.8869700474488864"
"6969","0.0578312","0.0761773","10000","19.29370273845592","4.666650319075245","6.032756354272465","9.24707610159902","2.256845691731981","1.9428045968125138"
"6970","0.0578312","0.079518","10000","18.92276074129967","4.494061857424924","5.883019774371235","9.205769785091093","2.2312622529086976","1.9149050961241592"
"6971","0.0578312","0.0830051","10000","18.539910264410025","4.6211566141732305","5.796729904401161","8.982263601154898","2.245643744499318","1.9030669651782903"
"6972","0.0578312","0.0866452","10000","18.144984537492178","4.6601667467762695","5.868804762531056","8.774344868015362","2.254239999248374","1.8629244172174004"
"6973","0.0578312","0.0904449","10000","17.73787281529377","4.66254240605366","5.915302258333952","9.173979319153148","2.296873753845294","1.9317193472577017"
"6974","0.0578312","0.0944112","10000","17.318481371409405","4.824195944670976","6.125210273565301","9.395958351524143","2.357680042280267","1.9815934960946413"
"6975","0.0578312","0.0985515","10000","16.88673953095912","4.842151190403229","6.165102443398098","9.335583099059193","2.3287289378994087","1.9549545240864865"
"6976","0.0578312","0.102873","10000","16.442667287151664","4.93180277717056","6.183662791749555","9.088456260572173","2.394155050130038","1.9617580002359194"
"6977","0.0578312","0.107385","10000","15.986146439696086","4.9484546876029185","6.18733509432775","9.455335873996034","2.3808974779302092","2.0248419322522015"
"6978","0.0578312","0.112094","10000","15.517425321943847","4.970307788983632","6.246027313702314","8.961991563401227","2.406632357356188","1.9887305243428461"
"6979","0.0578312","0.11701","10000","15.036488493034767","5.09581136430927","6.452994123838096","9.416125216714022","2.4648863243997963","2.0840179952504836"
"6980","0.0578312","0.122141","10000","14.543614787223078","5.078587431889616","6.484403261357784","9.714272172977587","2.457291122849591","2.0893628809216116"
"6981","0.0578312","0.127497","10000","14.038990877157346","5.135199669212511","6.403845733215178","9.275906692869398","2.4442505979343325","2.0588114477744117"
"6982","0.0578312","0.133088","10000","13.522917466263664","5.184000187231504","6.518340050693098","9.178286419390702","2.509428848747396","2.095916433740681"
"6983","0.0578312","0.138925","10000","12.995725430029893","5.269609984273018","6.50691751309472","9.445457623977518","2.501110612345983","2.112590386274294"
"6984","0.0578312","0.145017","10000","12.458053355909215","5.2869879823548445","6.606029457106729","9.701416732791586","2.481054054877862","2.1292564999253316"
"6985","0.0578312","0.151377","10000","11.910321692029754","5.323602498798209","6.659617508186727","9.629742711492554","2.5301584513725452","2.139479657868387"
"6986","0.0578312","0.158015","10000","11.353361745987058","5.3348265036982525","6.707480471937174","9.609974377541619","2.5046546271604893","2.166358169235017"
"6987","0.0578312","0.164945","10000","10.787825009249104","5.515978316698238","6.888215032033827","9.627285140954825","2.549625665118127","2.200816508750946"
"6988","0.0578312","0.172178","10000","10.214782541624686","5.491927311932784","6.792346020980972","9.811638066535238","2.5387990430785634","2.1992381897376956"
"6989","0.0578312","0.179729","10000","9.635166705327492","5.472397096201632","6.768442281983937","9.953150869352214","2.540599331161668","2.2282816969174988"
"6990","0.0578312","0.18761","10000","9.050338482859672","5.600255285654555","6.92755450908254","9.888178309774503","2.5672902799385637","2.2463497327591115"
"6991","0.0578312","0.195838","10000","8.461493492620946","5.614827195079556","6.942906440365562","9.934585183240586","2.5553880371048705","2.2881585067688888"
"6992","0.0578312","0.204426","10000","7.870343356562898","5.736047612544212","7.058340981464482","10.11275618549081","2.5694690233433444","2.3110644301946652"
"6993","0.0578312","0.213391","10000","7.278550527396476","5.667643986676239","7.021757791790492","10.217761234222962","2.5381574272845095","2.326075151738787"
"6994","0.0578312","0.222749","10000","6.688100028995507","5.732606546448324","7.150515046598002","10.278335813660988","2.5418114767171045","2.3313161157773354"
"6995","0.0578312","0.232517","10000","6.101174278753149","5.822333721157577","7.109992083490738","10.078423630770999","2.5235740826178477","2.3546160536668492"
"6996","0.0578312","0.242714","10000","5.520118646988237","5.884768531290035","7.238149887191128","10.0158294183708","2.5166719410913765","2.3710741933985062"
"6997","0.0578312","0.253357","10000","4.947687459893359","5.729547553119232","7.11127756700256","10.066052945506158","2.454569819260311","2.355196249567545"
"6998","0.0578312","0.264468","10000","4.386674100989353","5.892177003841425","7.316050907236217","10.527487053914285","2.5139380791275436","2.450452646259439"
"6999","0.0578312","0.276066","10000","3.8403616352699714","5.904083349282189","7.396771294257121","10.068965617611696","2.4799533335069683","2.41099831946071"
"7000","0.0578312","0.288172","10000","3.3122648634240477","5.753194462784734","7.359885810830235","10.604096086916513","2.4301202195769576","2.4459609461439524"
"7001","0.0578312","0.30081","10000","2.8061273792120005","5.711921079755314","7.268612297506877","10.758626667392718","2.3928371437022604","2.4449534348556385"
"7002","0.0578312","0.314001","10000","2.3261826496012645","5.820609238264922","7.424380687173198","10.471343755138207","2.4087755809187748","2.4451636558214336"
"7003","0.0578312","0.327771","10000","1.876848904156816","5.731872047648039","7.389354007169004","10.527395957928832","2.369517573084135","2.4600583745330855"
"7004","0.0578312","0.342145","10000","1.4629788619304804","5.532268714751638","7.182621004523298","10.523646440123457","2.2586899426846276","2.4030428523090333"
"7005","0.0578312","0.35715","10000","1.0897629351454725","5.735765876447829","7.343323603050635","10.83292138549615","2.2844273855037858","2.4865081036814547"
"7006","0.0578312","0.372812","10000","0.762812434713851","5.64018321597149","7.2499611044201515","10.605184457368239","2.2333768652304213","2.420261199770897"
"7007","0.0578312","0.389161","10000","0.48804783415766906","5.4905052173448325","7.122715934061432","10.497553332948087","2.1955630585701407","2.395294924139151"
"7008","0.0578312","0.406227","10000","0.2718007195056771","5.521520796759717","7.206687242044097","10.563724389024912","2.1948881334647057","2.4131821388068633"
"7009","0.0578312","0.424042","10000","0.12077346507942366","5.509326735810589","7.2476529616835705","10.61924844223887","2.136507492454054","2.434514295493063"
"7010","0.0578312","0.442637","10000","0.042053635130912426","5.4653673841801265","7.136104774205876","10.909743571584329","2.135681977039425","2.4447984519726877"
"7011","0.0578312","0.462049","10000","0.043066517240674784","5.341387432143961","7.145669857185624","10.927819994764718","2.095629281506432","2.428291377025704"
"7012","0.0578312","0.482311","10000","0.13159010955621397","5.262300204914538","7.0885080568425","10.992350021084235","2.044136367240821","2.4293950107470224"
"7013","0.0578312","0.503462","10000","0.31571993960034206","5.247651872493918","6.93200084839475","10.517008524433948","2.0127914722161675","2.3439567242231822"
"7014","0.0578312","0.525541","10000","0.603841483476117","4.980028009966816","6.865953606147855","10.58400936791702","1.9654594443161433","2.3401247761749926"
"7015","0.0578312","0.548588","10000","1.0045737056694861","4.955308132917025","6.834641072346301","10.798862925449384","1.9403251221173665","2.3506855064733694"
"7016","0.0578312","0.572645","10000","1.52672842677174","4.882978307197902","6.610987461221612","10.813747863298488","1.8994264372644662","2.328149033929418"
"7017","0.0578312","0.597758","10000","2.17931314449703","4.676129438410044","6.422938952884806","10.632760991850773","1.8422439015730971","2.265572876525479"
"7018","0.0578312","0.623971","10000","2.971314976383553","4.561595498411691","6.280585719308135","10.244654540920578","1.7895275310201206","2.1718404297104033"
"7019","0.0578312","0.651335","10000","3.911869136248015","4.595936591900397","6.257440548532713","10.422600635989284","1.7841811910448313","2.2260162171966913"
"7020","0.0578312","0.679898","10000","5.009870656918281","4.523387408626888","6.189972974443094","10.169843092355052","1.7589670280180854","2.1607949489790053"
"7021","0.0578312","0.709714","10000","6.274176002100319","4.233886647318343","5.821570988467101","9.985745675402882","1.667101814226908","2.0727563836371456"
"7022","0.0578312","0.740838","10000","7.713334520090257","4.352911383185301","5.948899166095657","10.193320613962953","1.73011950204564","2.112507299604519"
"7023","0.0578312","0.773326","10000","9.33545373249757","4.236821509980928","5.779428793262582","9.31967921425246","1.658753994388559","2.0218577955259756"
"7024","0.0578312","0.807239","10000","11.148281137180447","4.143912429043155","5.663107196124315","9.23958827689944","1.6446928574915987","1.9980317092480044"
"7025","0.0578312","0.842639","10000","13.158895734461055","4.140550119721297","5.720907766451376","9.342135989438134","1.6163286393194347","2.0200817000717186"
"7026","0.0578312","0.879592","10000","15.373746544609503","4.20529931434254","5.601180122349604","9.405735449005817","1.6407009861519912","2.0356244894483764"
"7027","0.0578312","0.918165","10000","17.798361237940583","4.054680110840593","5.528682526993293","9.19001258607733","1.6266062456398627","1.982517778204009"
"7028","0.0578312","0.95843","10000","20.437474549005117","4.123537924585435","5.667354200836257","9.070884352715098","1.620825007499007","2.002300790918895"
"7029","0.0578312","1.0","10000","23.262889756821778","3.954274331258432","5.388969569122025","9.112309590852306","1.5754761001959279","1.9394250994188371"
"7030","0.0607193","0.0003","10000","28.83775398095719","3.79646086734283","5.280229539337313","8.532056003971604","1.3782187950861735","1.901603414572076"
"7031","0.0607193","0.0003133","10000","28.8356976334656","3.8380623650497228","5.225763237913611","8.611258812708058","1.3673747552171416","1.8731572338572056"
"7032","0.0607193","0.00032704","10000","28.83357334425125","3.8408366564615335","5.2526039356426395","8.642677639036663","1.3608162293666581","1.9103097301104535"
"7033","0.0607193","0.000341381","10000","28.83135623189486","3.8948329823874133","5.389219626186161","8.545109572569572","1.3945067295240199","1.9134088986204942"
"7034","0.0607193","0.000356352","10000","28.829041825539605","3.8474858927773425","5.102294248608189","8.203968788219925","1.3793645005112183","1.8486949247516986"
"7035","0.0607193","0.00037198","10000","28.826625964848233","3.7797058273827133","5.14760562644301","8.289359639303882","1.356531039731514","1.8481007543832348"
"7036","0.0607193","0.000388292","10000","28.82410449088337","3.8393884551731503","5.343409199941277","8.795456714229545","1.3882446133537378","1.9348339590591042"
"7037","0.0607193","0.00040532","10000","28.821472473355982","3.838377685228238","5.334286398999723","8.345092605334287","1.373716958346499","1.8895641782383936"
"7038","0.0607193","0.000423095","10000","28.8187251382692","3.829095756164918","5.222773449655506","8.651663256736072","1.3670126012797377","1.8929254172108465"
"7039","0.0607193","0.000441649","10000","28.81585755888949","3.759442028349895","5.089445371504553","8.338506113691267","1.3483958288214606","1.859029070898986"
"7040","0.0607193","0.000461017","10000","28.81286434682454","3.74817516738284","5.104317300733271","8.149474213275028","1.3569537876287119","1.8484136606143833"
"7041","0.0607193","0.000481234","10000","28.80974011587267","3.740979107192345","5.070886200133202","8.238118073213514","1.365792459913164","1.8621553256894066"
"7042","0.0607193","0.000502338","10000","28.806479018606353","3.7920883314539537","5.275427628007776","8.237678911772832","1.376173133341837","1.8687466294407995"
"7043","0.0607193","0.000524367","10000","28.803075210198983","3.8692154444922267","5.288924591426621","8.567588042167358","1.383218662051507","1.918120114484394"
"7044","0.0607193","0.000547363","10000","28.7995222305903","3.735361739400446","5.088909273244212","7.927091951861712","1.3426491263561071","1.8094741569166894"
"7045","0.0607193","0.000571367","10000","28.79581377731955","3.6670512190741533","5.029080294702965","8.250105403822488","1.3416748467576254","1.8166508427131607"
"7046","0.0607193","0.000596423","10000","28.791943087758","3.7018312123635155","5.0721150393573","8.081354109234098","1.3464699142858936","1.8125171947758405"
"7047","0.0607193","0.000622578","10000","28.78790293950715","3.844260687178121","5.24137398649907","8.437371846817143","1.3887701479654726","1.9006833723426229"
"7048","0.0607193","0.00064988","10000","28.783685959691127","3.868035623746266","5.3240646551741975","8.597641636308992","1.3971307849575452","1.8995727949222296"
"7049","0.0607193","0.00067838","10000","28.779284316422547","3.7661031459754213","5.245777596681307","8.483532899928775","1.3593369626971616","1.8802391021434754"
"7050","0.0607193","0.000708129","10000","28.77469018253214","3.8626080963018126","5.264810589247588","8.501190167513187","1.399400674754634","1.8976133379675189"
"7051","0.0607193","0.000739183","10000","28.769894963834872","3.85952574277826","5.167568723535965","8.550952174362692","1.3878365137310387","1.8790849710388233"
"7052","0.0607193","0.000771599","10000","28.764889917380117","3.7268317263281006","5.204670557882309","8.208620867951652","1.3542371866518301","1.8554656161065524"
"7053","0.0607193","0.000805437","10000","28.75966584313278","3.7573735493443223","5.006754983520295","8.30977064318273","1.3586688481520368","1.838187160413574"
"7054","0.0607193","0.000840758","10000","28.754213393321095","3.7462829452411484","5.1095224101813415","8.368043383384588","1.3672853356804606","1.8604053883361562"
"7055","0.0607193","0.000877628","10000","28.748522455563318","3.883867848232626","5.293429406226551","8.424204134643674","1.3916393452274387","1.8808976435540525"
"7056","0.0607193","0.000916115","10000","28.742582616726224","3.7381160233447304","5.174143805475865","8.39499939731951","1.3609966404757567","1.8595743124740791"
"7057","0.0607193","0.00095629","10000","28.736383009310828","3.846099733727442","5.336141433805608","8.61807686474907","1.398743518448364","1.8886233282683642"
"7058","0.0607193","0.000998227","10000","28.729912312269505","3.856017542507061","5.370691158784325","8.579864144363455","1.4068735177517504","1.9079831482900769"
"7059","0.0607193","0.001042","10000","28.723159214695784","3.9215620893282335","5.41569982812814","8.822059095529198","1.398664491123612","1.9205696579742908"
"7060","0.0607193","0.0010877","10000","28.716109794305453","3.748940610542604","5.112738327464797","8.201732212307604","1.3772943878586614","1.8474528947771793"
"7061","0.0607193","0.0011354","10000","28.708752917748427","3.833004584975072","5.299344387479493","8.412268875773123","1.392741247587788","1.8809567503746114"
"7062","0.0607193","0.00118519","10000","28.701074842416517","3.7989106656295917","5.177571427562498","8.250552861850792","1.3612113986523409","1.8471432549410771"
"7063","0.0607193","0.00123716","10000","28.693061840175346","3.7926320906960314","5.249922192649478","8.791559626687842","1.4010176012677056","1.908492427636029"
"7064","0.0607193","0.00129142","10000","28.68469711532464","3.848709121133311","5.353799327555066","8.445613973943978","1.4011231307135876","1.9076830854675726"
"7065","0.0607193","0.00134805","10000","28.675968514246108","3.892257187432449","5.3892402591064865","8.894538535384584","1.4300820831499483","1.9388177390356673"
"7066","0.0607193","0.00140717","10000","28.66685773593065","3.8258243966572536","5.172286597577909","8.25046872844058","1.3913404868446373","1.8604230072874708"
"7067","0.0607193","0.00146888","10000","28.65734958254285","3.9065364698313374","5.364135310951838","8.93819415308434","1.422679549057255","1.9428294973054687"
"7068","0.0607193","0.00153329","10000","28.647427336811575","3.8920309204248724","5.290216998077483","8.463375852002173","1.4040617852539796","1.8636065397760209"
"7069","0.0607193","0.00160053","10000","28.63707122485681","3.669072676380324","4.9849868854634565","8.452199101620863","1.354380765139022","1.844207005468078"
"7070","0.0607193","0.00167072","10000","28.62626303996916","3.8958649756698946","5.245510204498316","8.543244532289975","1.397902065357098","1.8956448234136591"
"7071","0.0607193","0.00174399","10000","28.614983063981356","3.8576593119863105","5.236381642829883","8.650151307570411","1.4103671412732675","1.8998779510026036"
"7072","0.0607193","0.00182047","10000","28.603211609749906","3.8299869913258817","5.180175582025811","8.548085508262602","1.3862940224557196","1.8633780804045532"
"7073","0.0607193","0.0019003","10000","28.59092748447489","3.8852340339130933","5.177195016638166","8.552410296518644","1.3926587155195707","1.8592151508468355"
"7074","0.0607193","0.00198364","10000","28.578106455474256","3.8123885814686673","5.167645831566517","8.54201057351571","1.4057843993331343","1.8699473280465033"
"7075","0.0607193","0.00207063","10000","28.5647274077038","3.853671795024013","5.3629579731752415","8.710426455727486","1.4209195259521592","1.8976951862628808"
"7076","0.0607193","0.00216143","10000","28.55076619272546","3.898019753355129","5.4212293139013354","8.455187718335651","1.4366778258337563","1.9130019806089726"
"7077","0.0607193","0.00225622","10000","28.536195635611307","3.9000932312155214","5.456821555514864","8.57713676353228","1.4169110911545233","1.916456284836402"
"7078","0.0607193","0.00235516","10000","28.520991688355537","3.921139720039207","5.318673853754603","8.32818377826328","1.4368606352027298","1.8642285789804274"
"7079","0.0607193","0.00245844","10000","28.505125748620856","3.901977342605335","5.4802978182841","8.42724141458416","1.438391605943125","1.9035686740447362"
"7080","0.0607193","0.00256625","10000","28.488569276917474","3.799409897653163","5.068637022658436","8.342500420385761","1.3886558670557787","1.8384923700509768"
